id,source,pedon_id,order,lat,lon,latlon_q,horizon_number,horizon,horizon_type,depth2,depth1,depth,bulk_density,bd_method,cf,cf_method,cconc,cconc_method,mineral_d,ff_d,total_d,ccontent,total_c,ccontent_1m,total_c_1m,pedon_start
1455,NRCS (Michaelson et al. 2013),83AK130011,Humo-Ferric Podzol,55.8,-133.283,HIGH,5,BC,NA,41.0,99.0,58.0,1.19,1,2.0,0,8.26,0,,,,55870.0,,55870.0,,False
1456,NRCS (Michaelson et al. 2013),83AK130018,Ferro-Humic Podzol,55.801,-133.3,HIGH,1,Om,NA,22.0,12.0,10.0,0.12,1,0.0,0,50.52,0,37.0,22.0,59.0,6062.0,25974.0,6062.0,259.74,True
1457,NRCS (Michaelson et al. 2013),83AK130018,Ferro-Humic Podzol,55.801,-133.3,HIGH,2,Oh,NA,12.0,0.0,12.0,0.15,1,0.0,0,46.06,0,,,,8291.0,,8291.0,,False
1458,NRCS (Michaelson et al. 2013),83AK130018,Ferro-Humic Podzol,55.801,-133.3,HIGH,3,E,NA,0.0,8.0,8.0,0.93,1,8.0,0,2.47,0,,,,1691.0,,1691.0,,False
1459,NRCS (Michaelson et al. 2013),83AK130018,Ferro-Humic Podzol,55.801,-133.3,HIGH,4,Bhf,NA,8.0,37.0,29.0,0.86,1,16.0,0,4.74,0,,,,9930.0,,9930.0,,False
1460,NRCS (Michaelson et al. 2013),84AK201009,Ferro-Humic Podzol,55.804,-133.579,HIGH,1,Oh,NA,5.0,0.0,5.0,0.15,1,0.0,0,29.14,0,100.0,5.0,105.0,2186.0,22380.0,2186.0,223.8,True
1461,NRCS (Michaelson et al. 2013),84AK201009,Ferro-Humic Podzol,55.804,-133.579,HIGH,2,Bhf,NA,0.0,5.0,5.0,0.86,1,36.0,0,7.45,0,,,,2050.0,,2050.0,,False
1462,NRCS (Michaelson et al. 2013),84AK201009,Ferro-Humic Podzol,55.804,-133.579,HIGH,3,bf,NA,5.0,48.0,43.0,1.17,1,49.0,0,5.05,0,,,,12957.0,,12957.0,,False
1463,NRCS (Michaelson et al. 2013),84AK201009,Ferro-Humic Podzol,55.804,-133.579,HIGH,4,C,NA,48.0,100.0,52.0,1.74,1,79.0,0,2.73,0,,,,5187.0,,5187.0,,False
1464,NRCS (Michaelson et al. 2013),84AK201010,Humic Podzol,55.803,-133.587,HIGH,1,Of,NA,3.0,0.0,3.0,0.08,1,0.0,2,36.67,1,33.0,3.0,36.0,880.0,9458.0,880.0,94.58,True
1465,NRCS (Michaelson et al. 2013),84AK201010,Humic Podzol,55.803,-133.587,HIGH,2,Bhf1,NA,0.0,10.0,10.0,0.86,1,11.0,0,5.1,0,,,,3904.0,,3904.0,,False
1466,NRCS (Michaelson et al. 2013),84AK201010,Humic Podzol,55.803,-133.587,HIGH,3,Bhf2,NA,10.0,23.0,13.0,0.86,1,22.0,0,5.36,0,,,,4674.0,,4674.0,,False
1467,NRCS (Michaelson et al. 2013),84AK201010,Humic Podzol,55.803,-133.587,HIGH,4,R,NA,23.0,33.0,10.0,0.0,1,0.0,2,0.0,1,,,,0.0,,0.0,,False
1468,NRCS (Michaelson et al. 2013),83AK130125,Ferro-Humic Podzol,55.83,-133.325,HIGH,1,Oh,NA,3.0,0.0,3.0,0.15,1,0.0,0,48.95,0,66.0,3.0,69.0,2203.0,83043.0,2203.0,830.43,True
1469,NRCS (Michaelson et al. 2013),83AK130125,Ferro-Humic Podzol,55.83,-133.325,HIGH,2,bf,NA,0.0,22.0,22.0,1.17,1,4.0,0,6.42,0,,,,15864.0,,15864.0,,False
1470,NRCS (Michaelson et al. 2013),83AK130125,Ferro-Humic Podzol,55.83,-133.325,HIGH,3,Bhf,NA,22.0,40.0,18.0,0.86,1,5.0,0,6.09,0,,,,8956.0,,8956.0,,False
1471,NRCS (Michaelson et al. 2013),83AK130125,Ferro-Humic Podzol,55.83,-133.325,HIGH,4,Bh,NA,40.0,61.0,21.0,1.71,1,22.0,0,20.0,0,,,,56020.0,,56020.0,,False
1472,NRCS (Michaelson et al. 2013),83AK130125,Ferro-Humic Podzol,55.83,-133.325,HIGH,5,R,NA,61.0,66.0,5.0,0.0,1,0.0,2,0.0,1,,,,0.0,,0.0,,False
1473,NRCS (Michaelson et al. 2013),84AK201012,Humic Podzol,55.817,-133.587,HIGH,1,Of,NA,18.0,13.0,5.0,0.08,1,0.0,2,36.67,1,71.0,18.0,89.0,1467.0,28681.0,1467.0,286.81,True
1474,NRCS (Michaelson et al. 2013),84AK201012,Humic Podzol,55.817,-133.587,HIGH,2,Oh,NA,13.0,0.0,13.0,0.15,1,0.0,2,36.07,1,,,,7034.0,,7034.0,,False
1475,NRCS (Michaelson et al. 2013),84AK201012,Humic Podzol,55.817,-133.587,HIGH,3,E,NA,0.0,9.0,9.0,0.93,1,6.0,0,8.87,0,,,,6979.0,,6979.0,,False
1476,NRCS (Michaelson et al. 2013),84AK201012,Humic Podzol,55.817,-133.587,HIGH,4,Bhf1,NA,9.0,20.0,11.0,0.86,1,12.0,0,6.91,0,,,,5752.0,,5752.0,,False
1477,NRCS (Michaelson et al. 2013),84AK201012,Humic Podzol,55.817,-133.587,HIGH,5,Bhf2,NA,20.0,36.0,16.0,0.86,1,17.0,0,2.05,0,,,,2341.0,,2341.0,,False
1478,NRCS (Michaelson et al. 2013),84AK201012,Humic Podzol,55.817,-133.587,HIGH,6,bfm,NA,36.0,41.0,5.0,1.17,1,14.0,0,1.09,0,,,,548.0,,548.0,,False
1479,NRCS (Michaelson et al. 2013),84AK201012,Humic Podzol,55.817,-133.587,HIGH,7,Cr,NA,41.0,71.0,30.0,1.74,1,9.0,0,0.96,0,,,,4560.0,,4560.0,,False
1480,NRCS (Michaelson et al. 2013),84AK201002,Ferro-Humic Podzol,55.871,-133.167,HIGH,1,Of,NA,20.0,14.0,6.0,0.08,1,0.0,2,36.67,1,33.0,20.0,53.0,1760.0,25948.0,1760.0,259.48,True
1481,NRCS (Michaelson et al. 2013),84AK201002,Ferro-Humic Podzol,55.871,-133.167,HIGH,2,Oh,NA,14.0,0.0,14.0,0.15,1,17.0,0,46.55,0,,,,8114.0,,8114.0,,False
1482,NRCS (Michaelson et al. 2013),84AK201002,Ferro-Humic Podzol,55.871,-133.167,HIGH,3,Bhf,NA,0.0,6.0,6.0,0.86,1,5.0,0,12.12,0,,,,5941.0,,5941.0,,False
1483,NRCS (Michaelson et al. 2013),84AK201002,Ferro-Humic Podzol,55.871,-133.167,HIGH,4,bf,NA,6.0,33.0,27.0,1.17,1,1.0,0,3.24,0,,,,10133.0,,10133.0,,False
1484,NRCS (Michaelson et al. 2013),84AK201002,Ferro-Humic Podzol,55.871,-133.167,HIGH,5,R,NA,33.0,33.0,0.0,0.0,1,0.0,2,0.0,1,,,,0.0,,0.0,,False
1485,NRCS (Michaelson et al. 2013),83AK130110,Folisol,55.925,-133.765,HIGH,1,Om1,NA,0.0,5.0,5.0,0.12,1,0.0,0,50.19,0,10.0,17.0,27.0,3011.0,18617.0,3011.0,186.17,True
1486,NRCS (Michaelson et al. 2013),83AK130110,Folisol,55.925,-133.765,HIGH,2,Om2,NA,5.0,17.0,12.0,0.12,1,0.0,0,51.57,0,,,,7426.0,,7426.0,,False
1487,NRCS (Michaelson et al. 2013),83AK130110,Folisol,55.925,-133.765,HIGH,3,C,NA,17.0,27.0,10.0,1.74,1,8.0,0,5.11,0,,,,8180.0,,8180.0,,False
1488,NRCS (Michaelson et al. 2013),83AK130111,Ferro-Humic Podzol,55.925,-133.765,HIGH,1,Om,NA,25.0,20.0,5.0,0.12,1,0.0,0,51.68,0,44.0,25.0,69.0,3101.0,58318.0,3101.0,583.18,True
1489,NRCS (Michaelson et al. 2013),83AK130111,Ferro-Humic Podzol,55.925,-133.765,HIGH,2,Oh,NA,20.0,0.0,20.0,0.15,1,0.0,0,53.48,0,,,,16044.0,,16044.0,,False
1490,NRCS (Michaelson et al. 2013),83AK130111,Ferro-Humic Podzol,55.925,-133.765,HIGH,3,E,NA,0.0,5.0,5.0,0.93,1,6.0,0,5.94,0,,,,2596.0,,2596.0,,False
1491,NRCS (Michaelson et al. 2013),83AK130111,Ferro-Humic Podzol,55.925,-133.765,HIGH,4,bf,NA,5.0,29.0,24.0,1.17,1,7.0,0,7.35,0,,,,19194.0,,19194.0,,False
1492,NRCS (Michaelson et al. 2013),83AK130111,Ferro-Humic Podzol,55.925,-133.765,HIGH,5,Bhf,NA,29.0,44.0,15.0,0.86,1,2.0,0,13.75,0,,,,17383.0,,17383.0,,False
1493,NRCS (Michaelson et al. 2013),83AK280006,Ferro-Humic Podzol,55.924,-132.168,HIGH,1,O,NA,8.0,0.0,8.0,0.11,1,0.0,0,44.74,0,124.0,8.0,132.0,3937.0,52587.0,3937.0,419.63,True
1494,NRCS (Michaelson et al. 2013),83AK280006,Ferro-Humic Podzol,55.924,-132.168,HIGH,2,A,NA,0.0,3.0,3.0,0.93,1,6.0,0,5.87,0,,,,1539.0,,1539.0,,False
1495,NRCS (Michaelson et al. 2013),83AK280006,Ferro-Humic Podzol,55.924,-132.168,HIGH,3,Bh,NA,3.0,5.0,2.0,0.86,1,16.0,0,10.71,0,,,,1547.0,,1547.0,,False
1496,NRCS (Michaelson et al. 2013),83AK280006,Ferro-Humic Podzol,55.924,-132.168,HIGH,4,bf1,NA,5.0,20.0,15.0,1.17,1,23.0,0,6.14,0,,,,8297.0,,8297.0,,False
1497,NRCS (Michaelson et al. 2013),83AK280006,Ferro-Humic Podzol,55.924,-132.168,HIGH,5,bf2,NA,20.0,64.0,44.0,1.17,1,36.0,0,3.25,0,,,,10708.0,,10708.0,,False
1498,NRCS (Michaelson et al. 2013),83AK280006,Ferro-Humic Podzol,55.924,-132.168,HIGH,6,C,NA,64.0,124.0,60.0,1.74,1,40.0,0,4.24,0,,,,26559.0,,15935.0,,False
1499,NRCS (Michaelson et al. 2013),83AK280008,Humisol,55.924,-132.167,HIGH,1,Of,NA,0.0,15.0,15.0,0.08,1,0.0,0,42.79,0,130.0,0.0,130.0,5135.0,76187.0,5135.0,580.02,True
1500,NRCS (Michaelson et al. 2013),83AK280008,Humisol,55.924,-132.167,HIGH,2,Oh1,NA,15.0,51.0,36.0,0.15,1,0.0,0,42.9,0,,,,23166.0,,23166.0,,False
1501,NRCS (Michaelson et al. 2013),83AK280008,Humisol,55.924,-132.167,HIGH,3,Oh2,NA,51.0,130.0,79.0,0.15,1,0.0,0,40.41,0,,,,47886.0,,29701.0,,False
1502,NRCS (Michaelson et al. 2013),83AK130120,Humisol,55.946,-131.142,HIGH,1,Oh1,NA,0.0,15.0,15.0,0.15,1,0.0,0,19.36,0,117.0,0.0,117.0,4356.0,8918.0,4356.0,85.34,True
1503,NRCS (Michaelson et al. 2013),83AK130120,Humisol,55.946,-131.142,HIGH,2,Oh2,NA,15.0,35.0,20.0,0.15,1,18.0,0,11.02,0,,,,2711.0,,2711.0,,False
1504,NRCS (Michaelson et al. 2013),83AK130120,Humisol,55.946,-131.142,HIGH,3,Oh3,NA,35.0,117.0,82.0,0.15,1,56.0,0,3.42,0,,,,1851.0,,1467.0,,False
1505,NRCS (Michaelson et al. 2013),83AK130171,Humo-Ferric Podzol,55.946,-131.142,HIGH,1,O,NA,10.0,0.0,10.0,0.14,1,0.0,0,23.23,0,102.0,10.0,112.0,3252.0,31898.0,3252.0,317.5,True
1506,NRCS (Michaelson et al. 2013),83AK130171,Humo-Ferric Podzol,55.946,-131.142,HIGH,2,E,NA,0.0,3.0,3.0,1.31,1,1.0,0,2.49,0,,,,969.0,,969.0,,False
1507,NRCS (Michaelson et al. 2013),83AK130171,Humo-Ferric Podzol,55.946,-131.142,HIGH,3,Bh,NA,3.0,15.0,12.0,1.19,1,11.0,0,4.34,0,,,,5516.0,,5516.0,,False
1508,NRCS (Michaelson et al. 2013),83AK130171,Humo-Ferric Podzol,55.946,-131.142,HIGH,4,Bhf,NA,15.0,36.0,21.0,1.19,1,23.0,0,8.98,0,,,,17280.0,,17280.0,,False
1509,NRCS (Michaelson et al. 2013),83AK130171,Humo-Ferric Podzol,55.946,-131.142,HIGH,5,2C,NA,36.0,102.0,66.0,1.91,1,56.0,0,0.88,0,,,,4881.0,,4733.0,,False
1510,NRCS (Michaelson et al. 2013),83AK130172,Ferro-Humic Podzol,55.946,-131.142,HIGH,1,Oh,NA,25.0,0.0,25.0,0.15,1,0.0,0,31.93,0,102.0,25.0,127.0,11974.0,34710.0,11974.0,344.69,True
1511,NRCS (Michaelson et al. 2013),83AK130172,Ferro-Humic Podzol,55.946,-131.142,HIGH,2,E,NA,0.0,3.0,3.0,0.93,1,1.0,0,3.15,0,,,,870.0,,870.0,,False
1512,NRCS (Michaelson et al. 2013),83AK130172,Ferro-Humic Podzol,55.946,-131.142,HIGH,3,Bh,NA,3.0,15.0,12.0,0.86,1,13.0,0,8.51,0,,,,7641.0,,7641.0,,False
1513,NRCS (Michaelson et al. 2013),83AK130172,Ferro-Humic Podzol,55.946,-131.142,HIGH,4,Bhf,NA,15.0,51.0,36.0,0.86,1,31.0,0,3.78,0,,,,8075.0,,8075.0,,False
1514,NRCS (Michaelson et al. 2013),83AK130172,Ferro-Humic Podzol,55.946,-131.142,HIGH,5,C,NA,51.0,102.0,51.0,1.74,1,45.0,0,1.26,0,,,,6150.0,,5909.0,,False
1515,NRCS (Michaelson et al. 2013),83AK220138,Humo-Ferric Podzol,55.946,-131.142,HIGH,1,O,NA,5.0,0.0,5.0,0.14,1,0.0,0,24.69,0,102.0,5.0,107.0,1728.0,45558.0,1728.0,447.71,True
1516,NRCS (Michaelson et al. 2013),83AK220138,Humo-Ferric Podzol,55.946,-131.142,HIGH,2,E,NA,0.0,3.0,3.0,1.31,1,4.0,0,3.56,0,,,,1343.0,,1343.0,,False
1517,NRCS (Michaelson et al. 2013),83AK220138,Humo-Ferric Podzol,55.946,-131.142,HIGH,3,Bhf,NA,3.0,15.0,12.0,1.19,1,20.0,0,6.65,0,,,,7597.0,,7597.0,,False
1518,NRCS (Michaelson et al. 2013),83AK220138,Humo-Ferric Podzol,55.946,-131.142,HIGH,4,bf,NA,15.0,41.0,26.0,2.07,0,50.0,0,4.05,0,,,,10899.0,,10899.0,,False
1519,NRCS (Michaelson et al. 2013),83AK220138,Humo-Ferric Podzol,55.946,-131.142,HIGH,5,C,NA,41.0,102.0,61.0,1.91,1,41.0,0,3.49,0,,,,23991.0,,23204.0,,False
1520,NRCS (Michaelson et al. 2013),83AK280009,Mesisol,55.933,-132.167,HIGH,1,Om1,NA,0.0,23.0,23.0,0.12,1,0.0,0,38.83,0,58.0,94.0,152.0,10717.0,70331.0,10717.0,501.77,True
1521,NRCS (Michaelson et al. 2013),83AK280009,Mesisol,55.933,-132.167,HIGH,2,Oh,NA,23.0,53.0,30.0,0.15,1,0.0,0,37.79,0,,,,17006.0,,17006.0,,False
1522,NRCS (Michaelson et al. 2013),83AK280009,Mesisol,55.933,-132.167,HIGH,3,Om2,NA,53.0,94.0,41.0,0.12,1,0.0,0,40.91,0,,,,20128.0,,20128.0,,False
1523,NRCS (Michaelson et al. 2013),83AK280009,Mesisol,55.933,-132.167,HIGH,4,2C,NA,94.0,152.0,58.0,1.74,1,25.0,0,2.97,0,,,,22480.0,,2326.0,,False
1524,NRCS (Michaelson et al. 2013),83AK130041,Folisol,55.964,-133.613,HIGH,1,Om,NA,0.0,6.0,6.0,0.12,1,0.0,0,45.97,0,6.0,26.0,32.0,3310.0,29714.0,3310.0,297.14,True
1525,NRCS (Michaelson et al. 2013),83AK130041,Folisol,55.964,-133.613,HIGH,2,Oh,NA,6.0,26.0,20.0,0.15,1,0.0,0,39.99,0,,,,11997.0,,11997.0,,False
1526,NRCS (Michaelson et al. 2013),83AK130041,Folisol,55.964,-133.613,HIGH,3,BC,NA,26.0,32.0,6.0,1.71,1,13.0,0,16.14,0,,,,14407.0,,14407.0,,False
1527,NRCS (Michaelson et al. 2013),83AK130042,Folisol,55.964,-133.613,HIGH,1,Om,NA,0.0,10.0,10.0,0.12,1,0.0,0,48.33,0,37.0,84.0,121.0,5800.0,103145.0,5800.0,713.98,True
1528,NRCS (Michaelson et al. 2013),83AK130042,Folisol,55.964,-133.613,HIGH,2,Oh1,NA,10.0,41.0,31.0,0.15,1,0.0,0,48.12,0,,,,22376.0,,22376.0,,False
1529,NRCS (Michaelson et al. 2013),83AK130042,Folisol,55.964,-133.613,HIGH,3,Oh2,NA,41.0,84.0,43.0,0.15,1,0.0,0,29.51,0,,,,19034.0,,19034.0,,False
1530,NRCS (Michaelson et al. 2013),83AK130042,Folisol,55.964,-133.613,HIGH,4,BC,NA,84.0,121.0,37.0,1.71,1,1.0,0,8.93,0,,,,55935.0,,24188.0,,False
1531,NRCS (Michaelson et al. 2013),83AK130043,Humic Regosol,55.964,-133.613,HIGH,1,Om,NA,25.0,21.0,4.0,0.12,1,0.0,0,52.01,0,44.0,25.0,69.0,2496.0,59067.0,2496.0,590.67,True
1532,NRCS (Michaelson et al. 2013),83AK130043,Humic Regosol,55.964,-133.613,HIGH,2,Oh,NA,21.0,0.0,21.0,0.15,1,0.0,0,35.23,0,,,,11097.0,,11097.0,,False
1533,NRCS (Michaelson et al. 2013),83AK130043,Humic Regosol,55.964,-133.613,HIGH,3,BC,NA,0.0,44.0,44.0,1.1,1,5.0,0,9.89,0,,,,45474.0,,45474.0,,False
1534,NRCS (Michaelson et al. 2013),83AK130044,Ferro-Humic Podzol,55.964,-133.613,HIGH,1,Om1,NA,26.0,21.0,5.0,0.12,1,0.0,0,51.84,0,87.0,26.0,113.0,3110.0,77749.0,3110.0,777.49,True
1535,NRCS (Michaelson et al. 2013),83AK130044,Ferro-Humic Podzol,55.964,-133.613,HIGH,2,Om2,NA,21.0,14.0,7.0,0.12,1,0.0,0,64.54,0,,,,5421.0,,5421.0,,False
1536,NRCS (Michaelson et al. 2013),83AK130044,Ferro-Humic Podzol,55.964,-133.613,HIGH,3,Oh,NA,14.0,0.0,14.0,0.15,1,0.0,0,52.18,0,,,,10958.0,,10958.0,,False
1537,NRCS (Michaelson et al. 2013),83AK130044,Ferro-Humic Podzol,55.964,-133.613,HIGH,4,E / Bhf,NA,0.0,20.0,20.0,0.86,1,3.0,0,9.71,0,,,,16200.0,,16200.0,,False
1538,NRCS (Michaelson et al. 2013),83AK130044,Ferro-Humic Podzol,55.964,-133.613,HIGH,5,bf,NA,20.0,57.0,37.0,1.17,1,11.0,0,5.25,0,,,,20227.0,,20227.0,,False
1539,NRCS (Michaelson et al. 2013),83AK130044,Ferro-Humic Podzol,55.964,-133.613,HIGH,6,BC,NA,57.0,87.0,30.0,1.71,1,27.0,0,5.83,0,,,,21833.0,,21833.0,,False
1540,NRCS (Michaelson et al. 2013),83AK130113,Folisol,55.963,-133.603,HIGH,1,Om,NA,0.0,6.0,6.0,0.12,1,0.0,0,50.5,0,9.0,63.0,72.0,3636.0,74643.0,3636.0,746.43,True
1541,NRCS (Michaelson et al. 2013),83AK130113,Folisol,55.963,-133.603,HIGH,2,Oh1,NA,6.0,56.0,50.0,0.15,1,0.0,0,51.67,0,,,,38752.0,,38752.0,,False
1542,NRCS (Michaelson et al. 2013),83AK130113,Folisol,55.963,-133.603,HIGH,3,Oh2,NA,56.0,63.0,7.0,0.15,1,0.0,0,37.14,0,,,,3900.0,,3900.0,,False
1543,NRCS (Michaelson et al. 2013),83AK130113,Folisol,55.963,-133.603,HIGH,4,BC,NA,63.0,72.0,9.0,1.71,1,2.0,0,18.8,0,,,,28355.0,,28355.0,,False
1544,NRCS (Michaelson et al. 2013),83AK130114,Humo-Ferric Podzol,55.963,-133.603,HIGH,1,Om,NA,10.0,6.0,4.0,0.12,1,0.0,0,44.01,0,118.0,10.0,128.0,2112.0,52132.0,2112.0,505.23,True
1545,NRCS (Michaelson et al. 2013),83AK130114,Humo-Ferric Podzol,55.963,-133.603,HIGH,2,Oh,NA,6.0,0.0,6.0,0.15,1,0.0,0,44.49,0,,,,4004.0,,4004.0,,False
1546,NRCS (Michaelson et al. 2013),83AK130114,Humo-Ferric Podzol,55.963,-133.603,HIGH,3,B / bf,NA,0.0,16.0,16.0,1.46,1,2.0,0,8.85,0,,,,20260.0,,20260.0,,False
1547,NRCS (Michaelson et al. 2013),83AK130114,Humo-Ferric Podzol,55.963,-133.603,HIGH,4,BC,NA,16.0,68.0,52.0,1.19,1,0.0,0,3.44,0,,,,21287.0,,21287.0,,False
1548,NRCS (Michaelson et al. 2013),83AK130114,Humo-Ferric Podzol,55.963,-133.603,HIGH,5,2C,NA,68.0,118.0,50.0,1.91,1,35.0,0,0.72,0,,,,4469.0,,2860.0,,False
1549,NRCS (Michaelson et al. 2013),83AK130116,Humo-Ferric Podzol,55.963,-133.603,HIGH,1,Om,NA,18.0,13.0,5.0,0.12,1,0.0,0,38.36,0,97.0,18.0,115.0,2302.0,39062.0,2302.0,390.62,True
1550,NRCS (Michaelson et al. 2013),83AK130116,Humo-Ferric Podzol,55.963,-133.603,HIGH,2,Of,NA,13.0,0.0,13.0,0.08,1,0.0,0,60.62,0,,,,6304.0,,6304.0,,False
1551,NRCS (Michaelson et al. 2013),83AK130116,Humo-Ferric Podzol,55.963,-133.603,HIGH,3,E,NA,0.0,3.0,3.0,1.31,1,8.0,0,9.61,0,,,,3475.0,,3475.0,,False
1552,NRCS (Michaelson et al. 2013),83AK130116,Humo-Ferric Podzol,55.963,-133.603,HIGH,4,Bhf,NA,3.0,22.0,19.0,1.19,1,36.0,0,7.79,0,,,,11272.0,,11272.0,,False
1553,NRCS (Michaelson et al. 2013),83AK130116,Humo-Ferric Podzol,55.963,-133.603,HIGH,5,BC,NA,22.0,45.0,23.0,1.19,1,38.0,0,4.39,0,,,,7450.0,,7450.0,,False
1554,NRCS (Michaelson et al. 2013),83AK130116,Humo-Ferric Podzol,55.963,-133.603,HIGH,6,C,NA,45.0,97.0,52.0,1.91,1,34.0,0,1.26,0,,,,8259.0,,8259.0,,False
1555,NRCS (Michaelson et al. 2013),83AK130162,Humo-Ferric Podzol,55.967,-133.613,HIGH,1,Om / Oh,NA,6.0,0.0,6.0,0.12,1,0.0,0,46.23,0,82.0,6.0,88.0,3329.0,53035.0,3329.0,530.35,True
1556,NRCS (Michaelson et al. 2013),83AK130162,Humo-Ferric Podzol,55.967,-133.613,HIGH,2,bf1,NA,0.0,17.0,17.0,1.46,1,13.0,0,6.53,0,,,,14100.0,,14100.0,,False
1557,NRCS (Michaelson et al. 2013),83AK130162,Humo-Ferric Podzol,55.967,-133.613,HIGH,3,bf / E,NA,17.0,25.0,8.0,1.46,1,8.0,0,9.83,0,,,,10563.0,,10563.0,,False
1558,NRCS (Michaelson et al. 2013),83AK130162,Humo-Ferric Podzol,55.967,-133.613,HIGH,4,bf2,NA,25.0,36.0,11.0,1.46,1,16.0,0,4.26,0,,,,5747.0,,5747.0,,False
1559,NRCS (Michaelson et al. 2013),83AK130162,Humo-Ferric Podzol,55.967,-133.613,HIGH,5,CB,NA,36.0,82.0,46.0,1.91,1,21.0,0,2.78,0,,,,19296.0,,19296.0,,False
1560,NRCS (Michaelson et al. 2013),83AK130163,Humo-Ferric Podzol,55.967,-133.613,HIGH,1,Om / Oh,NA,8.0,0.0,8.0,0.12,1,0.0,0,39.18,0,88.0,8.0,96.0,3761.0,53835.0,3761.0,538.35,True
1561,NRCS (Michaelson et al. 2013),83AK130163,Humo-Ferric Podzol,55.967,-133.613,HIGH,2,Bhf / bf,NA,0.0,29.0,29.0,1.19,1,18.0,0,10.06,0,,,,28468.0,,28468.0,,False
1562,NRCS (Michaelson et al. 2013),83AK130163,Humo-Ferric Podzol,55.967,-133.613,HIGH,3,C,NA,29.0,88.0,59.0,1.91,1,17.0,0,2.31,0,,,,21606.0,,21606.0,,False
1563,NRCS (Michaelson et al. 2013),83AK130164,Humo-Ferric Podzol,55.967,-133.613,HIGH,1,Om,NA,4.0,0.0,4.0,0.12,1,0.0,0,44.92,0,88.0,4.0,92.0,2156.0,53338.0,2156.0,533.38,True
1564,NRCS (Michaelson et al. 2013),83AK130164,Humo-Ferric Podzol,55.967,-133.613,HIGH,2,bf / Oh,NA,0.0,14.0,14.0,1.46,1,17.0,0,9.18,0,,,,15574.0,,15574.0,,False
1565,NRCS (Michaelson et al. 2013),83AK130164,Humo-Ferric Podzol,55.967,-133.613,HIGH,3,EB,NA,14.0,19.0,5.0,1.31,1,6.0,0,6.3,0,,,,3879.0,,3879.0,,False
1566,NRCS (Michaelson et al. 2013),83AK130164,Humo-Ferric Podzol,55.967,-133.613,HIGH,4,bf,NA,19.0,34.0,15.0,1.46,1,17.0,0,5.87,0,,,,10670.0,,10670.0,,False
1567,NRCS (Michaelson et al. 2013),83AK130164,Humo-Ferric Podzol,55.967,-133.613,HIGH,5,CB,NA,34.0,88.0,54.0,1.91,1,17.0,0,2.46,0,,,,21059.0,,21059.0,,False
1568,NRCS (Michaelson et al. 2013),83AK130153,Ferro-Humic Podzol,55.996,-133.463,HIGH,1,Om,NA,11.0,5.0,6.0,0.12,1,0.0,0,49.6,0,22.0,11.0,33.0,3571.0,38425.0,3571.0,384.25,True
1569,NRCS (Michaelson et al. 2013),83AK130153,Ferro-Humic Podzol,55.996,-133.463,HIGH,2,Oh,NA,5.0,0.0,5.0,0.15,1,0.0,0,47.61,0,,,,3571.0,,3571.0,,False
1570,NRCS (Michaelson et al. 2013),83AK130153,Ferro-Humic Podzol,55.996,-133.463,HIGH,3,E,NA,0.0,4.0,4.0,0.93,1,3.0,0,9.93,0,,,,3583.0,,3583.0,,False
1571,NRCS (Michaelson et al. 2013),83AK130153,Ferro-Humic Podzol,55.996,-133.463,HIGH,4,Bh,NA,4.0,22.0,18.0,0.86,1,8.0,0,19.45,0,,,,27700.0,,27700.0,,False
1572,NRCS (Michaelson et al. 2013),83AK130145,Dystric Brunisol,54.875,-132.964,HIGH,1,Om,NA,10.0,0.0,10.0,0.13,1,0.0,0,16.11,0,102.0,10.0,112.0,2094.0,16061.0,2094.0,158.94,True
1573,NRCS (Michaelson et al. 2013),83AK130145,Dystric Brunisol,54.875,-132.964,HIGH,2,C,NA,0.0,36.0,36.0,1.38,1,7.0,0,1.83,0,,,,8455.0,,8455.0,,False
1574,NRCS (Michaelson et al. 2013),83AK130145,Dystric Brunisol,54.875,-132.964,HIGH,3,Cr,NA,36.0,102.0,66.0,1.38,1,11.0,0,0.68,0,,,,5512.0,,5345.0,,False
1575,NRCS (Michaelson et al. 2013),83AK130154,Humic Podzol,54.875,-132.964,HIGH,1,O,NA,8.0,0.0,8.0,0.11,1,0.0,0,28.74,0,104.0,8.0,112.0,2529.0,14947.0,2529.0,146.85,True
1576,NRCS (Michaelson et al. 2013),83AK130154,Humic Podzol,54.875,-132.964,HIGH,2,Bhf1,NA,0.0,16.0,16.0,0.86,1,8.0,0,3.94,0,,,,4988.0,,4988.0,,False
1577,NRCS (Michaelson et al. 2013),83AK130154,Humic Podzol,54.875,-132.964,HIGH,3,Bhf2,NA,16.0,41.0,25.0,0.86,1,20.0,0,1.92,0,,,,3302.0,,3302.0,,False
1578,NRCS (Michaelson et al. 2013),83AK130154,Humic Podzol,54.875,-132.964,HIGH,4,bf,NA,41.0,104.0,63.0,1.17,1,30.0,0,0.8,0,,,,4128.0,,3866.0,,False
1579,NRCS (Michaelson et al. 2013),83AK130155,Ferro-Humic Podzol,54.875,-132.964,HIGH,1,O,NA,5.0,0.0,5.0,0.11,1,0.0,0,15.58,0,100.0,5.0,105.0,857.0,38719.0,857.0,387.19,True
1580,NRCS (Michaelson et al. 2013),83AK130155,Ferro-Humic Podzol,54.875,-132.964,HIGH,2,Bhf1,NA,0.0,26.0,26.0,0.86,1,3.0,0,6.6,0,,,,14315.0,,14315.0,,False
