id,source,pedon_id,order,lat,lon,latlon_q,horizon_number,horizon,ccontent,total_c,ccontent_1m,total_c_1m
191,KRANABETTER AND BANNER 2000,Boatbluff8,Orthic Ferro-Humic Podozol,52.65527778,-128.7286111,HIGH,5,BC,2873.0,,2873.0,
192,KRANABETTER AND BANNER 2000,Aristazabal9,Orthic Humo-Ferric Podzol,52.6825,-129.0527778,HIGH,1,L,773.0,27875.0,773.0,278.75
193,KRANABETTER AND BANNER 2000,Aristazabal9,Orthic Humo-Ferric Podzol,52.6825,-129.0527778,HIGH,2,Hr,5410.0,,5410.0,
194,KRANABETTER AND BANNER 2000,Aristazabal9,Orthic Humo-Ferric Podzol,52.6825,-129.0527778,HIGH,3,Hh,773.0,,773.0,
195,KRANABETTER AND BANNER 2000,Aristazabal9,Orthic Humo-Ferric Podzol,52.6825,-129.0527778,HIGH,4,Bf,20805.0,,20805.0,
196,KRANABETTER AND BANNER 2000,Aristazabal9,Orthic Humo-Ferric Podzol,52.6825,-129.0527778,HIGH,5,Bhf,114.0,,114.0,
197,KRANABETTER AND BANNER 2000,EmilyCarr10,Orthic Drystic Burnisol,52.97,-129.1925,HIGH,1,L,909.0,16270.0,909.0,162.7
198,KRANABETTER AND BANNER 2000,EmilyCarr10,Orthic Drystic Burnisol,52.97,-129.1925,HIGH,2,Fm,1818.0,,1818.0,
199,KRANABETTER AND BANNER 2000,EmilyCarr10,Orthic Drystic Burnisol,52.97,-129.1925,HIGH,3,Hr,9088.0,,9088.0,
200,KRANABETTER AND BANNER 2000,EmilyCarr10,Orthic Drystic Burnisol,52.97,-129.1925,HIGH,4,Bm,4437.0,,4437.0,
201,KRANABETTER AND BANNER 2000,EmilyCarr10,Orthic Drystic Burnisol,52.97,-129.1925,HIGH,5,Bhf,18.0,,18.0,
202,KRANABETTER AND BANNER 2000,Campania11,Orthic Drystic Burnisol,53.08777778,-129.4727778,HIGH,1,L,733.0,8138.0,733.0,81.38
203,KRANABETTER AND BANNER 2000,Campania11,Orthic Drystic Burnisol,53.08777778,-129.4727778,HIGH,2,Fm,3664.0,,3664.0,
204,KRANABETTER AND BANNER 2000,Campania11,Orthic Drystic Burnisol,53.08777778,-129.4727778,HIGH,3,Bm,3741.0,,3741.0,
205,KRANABETTER AND BANNER 2000,Hanmer12,Orthic Ferro-Humic Podozol,54.03527778,-130.2608333,HIGH,1,L,566.0,55375.0,566.0,553.75
206,KRANABETTER AND BANNER 2000,Hanmer12,Orthic Ferro-Humic Podozol,54.03527778,-130.2608333,HIGH,2,Fm,2266.0,,2266.0,
207,KRANABETTER AND BANNER 2000,Hanmer12,Orthic Ferro-Humic Podozol,54.03527778,-130.2608333,HIGH,3,Hr,5665.0,,5665.0,
208,KRANABETTER AND BANNER 2000,Hanmer12,Orthic Ferro-Humic Podozol,54.03527778,-130.2608333,HIGH,4,Hh,3966.0,,3966.0,
209,KRANABETTER AND BANNER 2000,Hanmer12,Orthic Ferro-Humic Podozol,54.03527778,-130.2608333,HIGH,5,Ah,4427.0,,4427.0,
210,KRANABETTER AND BANNER 2000,Hanmer12,Orthic Ferro-Humic Podozol,54.03527778,-130.2608333,HIGH,6,Ae,5059.0,,5059.0,
211,KRANABETTER AND BANNER 2000,Hanmer12,Orthic Ferro-Humic Podozol,54.03527778,-130.2608333,HIGH,7,Bhf,8772.0,,8772.0,
212,KRANABETTER AND BANNER 2000,Hanmer12,Orthic Ferro-Humic Podozol,54.03527778,-130.2608333,HIGH,8,BC,11560.0,,11560.0,
213,KRANABETTER AND BANNER 2000,Hanmer12,Orthic Ferro-Humic Podozol,54.03527778,-130.2608333,HIGH,9,C,13094.0,,13094.0,
214,KRANABETTER AND BANNER 2000,Oona,Folisol (but horizons like pod),53.95666667,-130.2716667,HIGH,1,L,630.0,40397.0,630.0,403.97
215,KRANABETTER AND BANNER 2000,Oona,Folisol (but horizons like pod),53.95666667,-130.2716667,HIGH,2,Hr,15750.0,,15750.0,
216,KRANABETTER AND BANNER 2000,Oona,Folisol (but horizons like pod),53.95666667,-130.2716667,HIGH,3,Hh,12600.0,,12600.0,
217,KRANABETTER AND BANNER 2000,Oona,Folisol (but horizons like pod),53.95666667,-130.2716667,HIGH,4,Ae,2000.0,,2000.0,
218,KRANABETTER AND BANNER 2000,Oona,Folisol (but horizons like pod),53.95666667,-130.2716667,HIGH,5,Bf,9417.0,,9417.0,
219,Hakai DSM pedon master data file,BC15-21,Orstein Humic Podzol,51.64361111,-128.1430556,HIGH,1,Om1,2746.0,16346.0,2746.0,163.46
220,Hakai DSM pedon master data file,BC15-21,Orstein Humic Podzol,51.64361111,-128.1430556,HIGH,2,Om2,2210.0,,2210.0,
221,Hakai DSM pedon master data file,BC15-21,Orstein Humic Podzol,51.64361111,-128.1430556,HIGH,3,Bh,3179.0,,3179.0,
222,Hakai DSM pedon master data file,BC15-21,Orstein Humic Podzol,51.64361111,-128.1430556,HIGH,4,Bhc1,4813.0,,4813.0,
223,Hakai DSM pedon master data file,BC15-21,Orstein Humic Podzol,51.64361111,-128.1430556,HIGH,5,Bmc,784.0,,784.0,
224,Hakai DSM pedon master data file,BC15-21,Orstein Humic Podzol,51.64361111,-128.1430556,HIGH,6,Bhc2,1324.0,,1324.0,
225,Hakai DSM pedon master data file,BC15-21,Orstein Humic Podzol,51.64361111,-128.1430556,HIGH,7,BC,1290.0,,1290.0,
226,Hakai DSM pedon master data file,DSM18,Gleyed Humo-Ferric Podzol,51.6098,-127.97309,HIGH,1,Fm,4609.0,25982.0,4609.0,259.82
227,Hakai DSM pedon master data file,DSM18,Gleyed Humo-Ferric Podzol,51.6098,-127.97309,HIGH,2,Hh1,7027.0,,7027.0,
228,Hakai DSM pedon master data file,DSM18,Gleyed Humo-Ferric Podzol,51.6098,-127.97309,HIGH,3,Hh2,4216.0,,4216.0,
229,Hakai DSM pedon master data file,DSM18,Gleyed Humo-Ferric Podzol,51.6098,-127.97309,HIGH,4,Hhi,989.0,,989.0,
230,Hakai DSM pedon master data file,DSM18,Gleyed Humo-Ferric Podzol,51.6098,-127.97309,HIGH,5,Bf,4777.0,,4777.0,
231,Hakai DSM pedon master data file,DSM18,Gleyed Humo-Ferric Podzol,51.6098,-127.97309,HIGH,6,Bfg,3234.0,,3234.0,
232,Hakai DSM pedon master data file,DSM18,Gleyed Humo-Ferric Podzol,51.6098,-127.97309,HIGH,7,Cg,1130.0,,1130.0,
233,Hakai DSM pedon master data file,DSM52,Humic Folisol,51.657104,-128.015284,HIGH,1,Lv,2294.0,71893.0,2294.0,485.8
234,Hakai DSM pedon master data file,DSM52,Humic Folisol,51.657104,-128.015284,HIGH,2,Faw,10050.0,,10050.0,
235,Hakai DSM pedon master data file,DSM52,Humic Folisol,51.657104,-128.015284,HIGH,3,Hh,23712.0,,23712.0,
236,Hakai DSM pedon master data file,DSM52,Humic Folisol,51.657104,-128.015284,HIGH,4,Hhi,6696.0,,6696.0,
237,Hakai DSM pedon master data file,DSM52,Humic Folisol,51.657104,-128.015284,HIGH,5,Bh,29141.0,,5828.0,
238,Hakai DSM pedon master data file,DSM54,Humic Folisol,51.658914,-128.07333,HIGH,1,Lv,1236.0,71307.0,1236.0,647.28
239,Hakai DSM pedon master data file,DSM54,Humic Folisol,51.658914,-128.07333,HIGH,2,Fm,1857.0,,1857.0,
240,Hakai DSM pedon master data file,DSM54,Humic Folisol,51.658914,-128.07333,HIGH,3,Hh1,39039.0,,39039.0,
241,Hakai DSM pedon master data file,DSM54,Humic Folisol,51.658914,-128.07333,HIGH,4,Hh2,22596.0,,22596.0,
242,Hakai DSM pedon master data file,DSM54,Humic Folisol,51.658914,-128.07333,HIGH,5,Hh3,6579.0,,0.0,
243,Hakai DSM pedon master data file,DSM55,Orstein Humic Podzol,51.659551,-128.072886,HIGH,1,S/L,1800.0,29841.0,1800.0,298.41
244,Hakai DSM pedon master data file,DSM55,Orstein Humic Podzol,51.659551,-128.072886,HIGH,2,Fm,3144.0,,3144.0,
245,Hakai DSM pedon master data file,DSM55,Orstein Humic Podzol,51.659551,-128.072886,HIGH,3,Hh,2163.0,,2163.0,
246,Hakai DSM pedon master data file,DSM55,Orstein Humic Podzol,51.659551,-128.072886,HIGH,4,Ahe,3828.0,,3828.0,
247,Hakai DSM pedon master data file,DSM55,Orstein Humic Podzol,51.659551,-128.072886,HIGH,5,Bhc1,7269.0,,7269.0,
248,Hakai DSM pedon master data file,DSM55,Orstein Humic Podzol,51.659551,-128.072886,HIGH,6,Bhc2,8361.0,,8361.0,
249,Hakai DSM pedon master data file,DSM55,Orstein Humic Podzol,51.659551,-128.072886,HIGH,7,BCc,3276.0,,3276.0,
250,Hakai DSM pedon master data file,DSM76,Humic Folisol,51.646445,-128.007142,HIGH,1,S/L,579.0,9228.0,579.0,92.28
251,Hakai DSM pedon master data file,DSM76,Humic Folisol,51.646445,-128.007142,HIGH,2,Fm,1202.0,,1202.0,
252,Hakai DSM pedon master data file,DSM76,Humic Folisol,51.646445,-128.007142,HIGH,3,Hh1,3080.0,,3080.0,
253,Hakai DSM pedon master data file,DSM76,Humic Folisol,51.646445,-128.007142,HIGH,4,Hh2,2790.0,,2790.0,
254,Hakai DSM pedon master data file,DSM76,Humic Folisol,51.646445,-128.007142,HIGH,5,Ae,1577.0,,1577.0,
255,Hakai DSM pedon master data file,DSM83,Humic Folisol,51.644306,-128.010719,HIGH,1,Lv,612.0,9247.0,612.0,92.47
256,Hakai DSM pedon master data file,DSM83,Humic Folisol,51.644306,-128.010719,HIGH,2,Fm,1221.0,,1221.0,
257,Hakai DSM pedon master data file,DSM83,Humic Folisol,51.644306,-128.010719,HIGH,3,Hh,4454.0,,4454.0,
258,Hakai DSM pedon master data file,DSM83,Humic Folisol,51.644306,-128.010719,HIGH,4,Hhi,585.0,,585.0,
259,Hakai DSM pedon master data file,DSM83,Humic Folisol,51.644306,-128.010719,HIGH,5,Ae,2375.0,,2375.0,
260,Hakai DSM pedon master data file,DSM84,Orthic Humic Podzol,51.644187,-128.010846,HIGH,1,Lv,1225.0,75726.0,1225.0,757.26
261,Hakai DSM pedon master data file,DSM84,Orthic Humic Podzol,51.644187,-128.010846,HIGH,2,Fm,2436.0,,2436.0,
262,Hakai DSM pedon master data file,DSM84,Orthic Humic Podzol,51.644187,-128.010846,HIGH,3,Hh1,11454.0,,11454.0,
263,Hakai DSM pedon master data file,DSM84,Orthic Humic Podzol,51.644187,-128.010846,HIGH,4,Hh2,6249.0,,6249.0,
264,Hakai DSM pedon master data file,DSM84,Orthic Humic Podzol,51.644187,-128.010846,HIGH,5,Ahe,7901.0,,7901.0,
265,Hakai DSM pedon master data file,DSM84,Orthic Humic Podzol,51.644187,-128.010846,HIGH,6,Bh,46461.0,,46461.0,
266,Hakai DSM pedon master data file,DSM85,Humic Folisol,51.648449,-128.068804,HIGH,1,S/L,1144.0,35398.0,1144.0,353.98
267,Hakai DSM pedon master data file,DSM85,Humic Folisol,51.648449,-128.068804,HIGH,2,Fm,1394.0,,1394.0,
268,Hakai DSM pedon master data file,DSM85,Humic Folisol,51.648449,-128.068804,HIGH,3,Hh1,11950.0,,11950.0,
269,Hakai DSM pedon master data file,DSM85,Humic Folisol,51.648449,-128.068804,HIGH,4,Hh2,8353.0,,8353.0,
270,Hakai DSM pedon master data file,DSM85,Humic Folisol,51.648449,-128.068804,HIGH,5,Bh,9123.0,,9123.0,
271,Hakai DSM pedon master data file,DSM85,Humic Folisol,51.648449,-128.068804,HIGH,6,Bhc,1120.0,,1120.0,
272,Hakai DSM pedon master data file,DSM85,Humic Folisol,51.648449,-128.068804,HIGH,7,Cg,2314.0,,2314.0,
273,Hakai DSM pedon master data file,DSM94,Orstein Humic Podzol,51.650703,-128.128497,HIGH,1,S/L,1159.0,37681.0,1159.0,376.81
274,Hakai DSM pedon master data file,DSM94,Orstein Humic Podzol,51.650703,-128.128497,HIGH,2,Fm,4721.0,,4721.0,
275,Hakai DSM pedon master data file,DSM94,Orstein Humic Podzol,51.650703,-128.128497,HIGH,3,Hh,12698.0,,12698.0,
276,Hakai DSM pedon master data file,DSM94,Orstein Humic Podzol,51.650703,-128.128497,HIGH,4,Ahe,8403.0,,8403.0,
277,Hakai DSM pedon master data file,DSM94,Orstein Humic Podzol,51.650703,-128.128497,HIGH,5,IIBh,4505.0,,4505.0,
278,Hakai DSM pedon master data file,DSM94,Orstein Humic Podzol,51.650703,-128.128497,HIGH,6,IIBhc,1906.0,,1906.0,
279,Hakai DSM pedon master data file,DSM94,Orstein Humic Podzol,51.650703,-128.128497,HIGH,7,IIBCg,4289.0,,4289.0,
280,Hakai DSM pedon master data file,DSM95,Terric Mesisol,51.650836,-128.127467,HIGH,1,Of,4444.0,24754.0,4444.0,247.54
281,Hakai DSM pedon master data file,DSM95,Terric Mesisol,51.650836,-128.127467,HIGH,2,Om,18264.0,,18264.0,
282,Hakai DSM pedon master data file,DSM95,Terric Mesisol,51.650836,-128.127467,HIGH,3,Cg,2046.0,,2046.0,
283,Hakai DSM pedon master data file,DSM147,Humic Folisol,51.649825,-128.045243,HIGH,1,S/L,606.0,29701.0,606.0,297.01
284,Hakai DSM pedon master data file,DSM147,Humic Folisol,51.649825,-128.045243,HIGH,2,Fm,1823.0,,1823.0,
285,Hakai DSM pedon master data file,DSM147,Humic Folisol,51.649825,-128.045243,HIGH,3,Hh,18229.0,,18229.0,
286,Hakai DSM pedon master data file,DSM147,Humic Folisol,51.649825,-128.045243,HIGH,4,Ae,4461.0,,4461.0,
287,Hakai DSM pedon master data file,DSM147,Humic Folisol,51.649825,-128.045243,HIGH,5,Bhf,4582.0,,4582.0,
288,Calvert Island - total C - additional pedons (2014-2016),BC14-05,Placic Humic Podzol,51.644361,-128.145306,HIGH,1,Lv,697.0,31913.0,697.0,308.63
289,Calvert Island - total C - additional pedons (2014-2016),BC14-05,Placic Humic Podzol,51.644361,-128.145306,HIGH,2,Fm,1806.0,,1806.0,
290,Calvert Island - total C - additional pedons (2014-2016),BC14-05,Placic Humic Podzol,51.644361,-128.145306,HIGH,3,Hh1,8914.0,,8914.0,
291,Calvert Island - total C - additional pedons (2014-2016),BC14-05,Placic Humic Podzol,51.644361,-128.145306,HIGH,4,Hh2,6476.0,,6476.0,
292,Calvert Island - total C - additional pedons (2014-2016),BC14-05,Placic Humic Podzol,51.644361,-128.145306,HIGH,5,Bhcj,8505.0,,8505.0,
293,Calvert Island - total C - additional pedons (2014-2016),BC14-05,Placic Humic Podzol,51.644361,-128.145306,HIGH,6,Ae,71.0,,71.0,
294,Calvert Island - total C - additional pedons (2014-2016),BC14-05,Placic Humic Podzol,51.644361,-128.145306,HIGH,7,Bfc,452.0,,452.0,
295,Calvert Island - total C - additional pedons (2014-2016),BC14-05,Placic Humic Podzol,51.644361,-128.145306,HIGH,8,Bmcj1,3480.0,,3480.0,
296,Calvert Island - total C - additional pedons (2014-2016),BC14-05,Placic Humic Podzol,51.644361,-128.145306,HIGH,9,BCg1,1047.0,,462.0,
297,Calvert Island - total C - additional pedons (2014-2016),BC14-05,Placic Humic Podzol,51.644361,-128.145306,HIGH,10,Bmcj2,123.0,,0.0,
298,Calvert Island - total C - additional pedons (2014-2016),BC14-05,Placic Humic Podzol,51.644361,-128.145306,HIGH,11,BCg2,342.0,,0.0,
299,Calvert Island - total C - additional pedons (2014-2016),BC14-06,Orthic Humic Podzol,51.644722,-128.145194,HIGH,1,Fm,4161.0,38570.0,4161.0,385.7
300,Calvert Island - total C - additional pedons (2014-2016),BC14-06,Orthic Humic Podzol,51.644722,-128.145194,HIGH,2,Om1,14551.0,,14551.0,
301,Calvert Island - total C - additional pedons (2014-2016),BC14-06,Orthic Humic Podzol,51.644722,-128.145194,HIGH,3,Om2,6390.0,,6390.0,
302,Calvert Island - total C - additional pedons (2014-2016),BC14-06,Orthic Humic Podzol,51.644722,-128.145194,HIGH,4,Bhf,9451.0,,9451.0,
303,Calvert Island - total C - additional pedons (2014-2016),BC14-06,Orthic Humic Podzol,51.644722,-128.145194,HIGH,5,Bhcj,2683.0,,2683.0,
304,Calvert Island - total C - additional pedons (2014-2016),BC14-06,Orthic Humic Podzol,51.644722,-128.145194,HIGH,6,BC,1334.0,,1334.0,
305,Calvert Island - total C - additional pedons (2014-2016),BC14-07,Humic Folisol,51.644833,-128.145,HIGH,1,Fm,8015.0,59754.0,8015.0,597.54
306,Calvert Island - total C - additional pedons (2014-2016),BC14-07,Humic Folisol,51.644833,-128.145,HIGH,2,Hh1,12723.0,,12723.0,
307,Calvert Island - total C - additional pedons (2014-2016),BC14-07,Humic Folisol,51.644833,-128.145,HIGH,3,Hh2,3986.0,,3986.0,
308,Calvert Island - total C - additional pedons (2014-2016),BC14-07,Humic Folisol,51.644833,-128.145,HIGH,4,Hh3,21636.0,,21636.0,
309,Calvert Island - total C - additional pedons (2014-2016),BC14-07,Humic Folisol,51.644833,-128.145,HIGH,5,Bhfc,7043.0,,7043.0,
310,Calvert Island - total C - additional pedons (2014-2016),BC14-07,Humic Folisol,51.644833,-128.145,HIGH,6,Bfc,6351.0,,6351.0,
311,Calvert Island - total C - additional pedons (2014-2016),BC14-08,Orstein Humic Podzol,51.644722,-128.144694,HIGH,1,Of,1793.0,24243.0,1793.0,242.43
312,Calvert Island - total C - additional pedons (2014-2016),BC14-08,Orstein Humic Podzol,51.644722,-128.144694,HIGH,2,Bhf,11192.0,,11192.0,
313,Calvert Island - total C - additional pedons (2014-2016),BC14-08,Orstein Humic Podzol,51.644722,-128.144694,HIGH,3,Bhfcj,6275.0,,6275.0,
314,Calvert Island - total C - additional pedons (2014-2016),BC14-08,Orstein Humic Podzol,51.644722,-128.144694,HIGH,4,Bfc ,3088.0,,3088.0,
315,Calvert Island - total C - additional pedons (2014-2016),BC14-08,Orstein Humic Podzol,51.644722,-128.144694,HIGH,5,Bhb,1895.0,,1895.0,
316,Calvert Island - total C - additional pedons (2014-2016),BC15-09,Orthic Gleysol,51.59475,-128.025639,HIGH,1,Om,7429.0,12886.0,7429.0,128.86
317,Calvert Island - total C - additional pedons (2014-2016),BC15-09,Orthic Gleysol,51.59475,-128.025639,HIGH,2,Bm,3887.0,,3887.0,
318,Calvert Island - total C - additional pedons (2014-2016),BC15-09,Orthic Gleysol,51.59475,-128.025639,HIGH,3,Cg,1570.0,,1570.0,
319,Calvert Island - total C - additional pedons (2014-2016),BC15-10,Gleyed Sombric Ferro-Humic Podzol,51.589778,-128.025639,HIGH,1,Ah,9153.0,23976.0,9153.0,238.06
320,Calvert Island - total C - additional pedons (2014-2016),BC15-10,Gleyed Sombric Ferro-Humic Podzol,51.589778,-128.025639,HIGH,2,Bh,8813.0,,8813.0,
321,Calvert Island - total C - additional pedons (2014-2016),BC15-10,Gleyed Sombric Ferro-Humic Podzol,51.589778,-128.025639,HIGH,3,Bg1,2011.0,,2011.0,
322,Calvert Island - total C - additional pedons (2014-2016),BC15-10,Gleyed Sombric Ferro-Humic Podzol,51.589778,-128.025639,HIGH,4,Bg2,2981.0,,2981.0,
323,Calvert Island - total C - additional pedons (2014-2016),BC15-10,Gleyed Sombric Ferro-Humic Podzol,51.589778,-128.025639,HIGH,5,Cg,1018.0,,848.0,
324,Calvert Island - total C - additional pedons (2014-2016),DSM319,Orthic Humo-Ferric Podzol,51.69153,-128.049898,HIGH,1,Fm,1039.0,20662.0,1039.0,206.62
325,Calvert Island - total C - additional pedons (2014-2016),DSM319,Orthic Humo-Ferric Podzol,51.69153,-128.049898,HIGH,2,Hh,1666.0,,1666.0,
326,Calvert Island - total C - additional pedons (2014-2016),DSM319,Orthic Humo-Ferric Podzol,51.69153,-128.049898,HIGH,3,Ae,2481.0,,2481.0,
327,Calvert Island - total C - additional pedons (2014-2016),DSM319,Orthic Humo-Ferric Podzol,51.69153,-128.049898,HIGH,4,Bf1,8538.0,,8538.0,
328,Calvert Island - total C - additional pedons (2014-2016),DSM319,Orthic Humo-Ferric Podzol,51.69153,-128.049898,HIGH,5,Bf2,4719.0,,4719.0,
329,Calvert Island - total C - additional pedons (2014-2016),DSM319,Orthic Humo-Ferric Podzol,51.69153,-128.049898,HIGH,6,Bfcj,2219.0,,2219.0,
330,Calvert Island - total C - additional pedons (2014-2016),ECP29,Terric Mesisol,51.641028,-128.12225,HIGH,1,Of,2102.0,40535.0,2102.0,405.35
331,Calvert Island - total C - additional pedons (2014-2016),ECP29,Terric Mesisol,51.641028,-128.12225,HIGH,2,Om1,22189.0,,22189.0,
332,Calvert Island - total C - additional pedons (2014-2016),ECP29,Terric Mesisol,51.641028,-128.12225,HIGH,3,Om2,6082.0,,6082.0,
333,Calvert Island - total C - additional pedons (2014-2016),ECP29,Terric Mesisol,51.641028,-128.12225,HIGH,4,Bhc,4009.0,,4009.0,
334,Calvert Island - total C - additional pedons (2014-2016),ECP29,Terric Mesisol,51.641028,-128.12225,HIGH,5,BCg,6153.0,,6153.0,
335,Calvert Island - total C - additional pedons (2014-2016),BC14-11,Typic Mesisol,51.664722,-128.128833,HIGH,1,Om,13745.0,214350.0,13745.0,735.36
336,Calvert Island - total C - additional pedons (2014-2016),BC14-11,Typic Mesisol,51.664722,-128.128833,HIGH,2,Om,14057.0,,14057.0,
337,Calvert Island - total C - additional pedons (2014-2016),BC14-11,Typic Mesisol,51.664722,-128.128833,HIGH,3,Om,14755.0,,14755.0,
338,Calvert Island - total C - additional pedons (2014-2016),BC14-11,Typic Mesisol,51.664722,-128.128833,HIGH,4,Om,15197.0,,15197.0,
339,Calvert Island - total C - additional pedons (2014-2016),BC14-11,Typic Mesisol,51.664722,-128.128833,HIGH,5,Om,15782.0,,15782.0,
340,Calvert Island - total C - additional pedons (2014-2016),BC14-11,Typic Mesisol,51.664722,-128.128833,HIGH,6,Om,15334.0,,0.0,
341,Calvert Island - total C - additional pedons (2014-2016),BC14-11,Typic Mesisol,51.664722,-128.128833,HIGH,7,Om,15480.0,,0.0,
342,Calvert Island - total C - additional pedons (2014-2016),BC14-11,Typic Mesisol,51.664722,-128.128833,HIGH,8,Om,15322.0,,0.0,
343,Calvert Island - total C - additional pedons (2014-2016),BC14-11,Typic Mesisol,51.664722,-128.128833,HIGH,9,Om,14532.0,,0.0,
344,Calvert Island - total C - additional pedons (2014-2016),BC14-11,Typic Mesisol,51.664722,-128.128833,HIGH,10,Ah,44173.0,,0.0,
345,Calvert Island - total C - additional pedons (2014-2016),BC14-11,Typic Mesisol,51.664722,-128.128833,HIGH,11,Ah,25414.0,,0.0,
346,Calvert Island - total C - additional pedons (2014-2016),BC14-11,Typic Mesisol,51.664722,-128.128833,HIGH,12,Ah,10559.0,,0.0,
347,Calvert Island - total C - additional pedons (2014-2016),BC14-14,Typic Mesisol,51.661056,-128.041472,HIGH,1,Of,4686.0,221335.0,4686.0,691.3
348,Calvert Island - total C - additional pedons (2014-2016),BC14-14,Typic Mesisol,51.661056,-128.041472,HIGH,2,Om1,107406.0,,64444.0,
349,Calvert Island - total C - additional pedons (2014-2016),BC14-14,Typic Mesisol,51.661056,-128.041472,HIGH,3,Om2,36456.0,,0.0,
350,Calvert Island - total C - additional pedons (2014-2016),BC14-14,Typic Mesisol,51.661056,-128.041472,HIGH,4,Oh,51309.0,,0.0,
351,Calvert Island - total C - additional pedons (2014-2016),BC14-14,Typic Mesisol,51.661056,-128.041472,HIGH,5,Oh/Ah,21478.0,,0.0,
352,Shaw et al. 2005,687,Duric Dystric Brunisol,48.63,-123.73,HIGH,1,F,692.0,21538.0,692.0,215.38
353,Shaw et al. 2005,687,Duric Dystric Brunisol,48.63,-123.73,HIGH,2,Ae,367.0,,367.0,
354,Shaw et al. 2005,687,Duric Dystric Brunisol,48.63,-123.73,HIGH,3,Bfj,2410.0,,2410.0,
355,Shaw et al. 2005,687,Duric Dystric Brunisol,48.63,-123.73,HIGH,4,Bm,3393.0,,3393.0,
356,Shaw et al. 2005,687,Duric Dystric Brunisol,48.63,-123.73,HIGH,5,BC,3235.0,,3235.0,
357,Shaw et al. 2005,687,Duric Dystric Brunisol,48.63,-123.73,HIGH,6,Cc,2368.0,,2368.0,
358,Shaw et al. 2005,690,Orthic Humo-Ferric Podzol,50.05,-125.35,HIGH,1,F,570.0,44576.0,570.0,445.76
359,Shaw et al. 2005,690,Orthic Humo-Ferric Podzol,50.05,-125.35,HIGH,2,Bf1,5406.0,,5406.0,
360,Shaw et al. 2005,690,Orthic Humo-Ferric Podzol,50.05,-125.35,HIGH,3,Bf2,10811.0,,10811.0,
361,Shaw et al. 2005,690,Orthic Humo-Ferric Podzol,50.05,-125.35,HIGH,4,BCc,1485.0,,1485.0,
362,Siltanen et al. 1997,1123,Duric Ferro-Humic Podzol,48.6,-124.45,HIGH,1,H,6389.0,93484.0,6389.0,934.84
363,Siltanen et al. 1997,1123,Duric Ferro-Humic Podzol,48.6,-124.45,HIGH,2,Bhf1,6103.0,,6103.0,
364,Siltanen et al. 1997,1123,Duric Ferro-Humic Podzol,48.6,-124.45,HIGH,3,Bhf2,13204.0,,13204.0,
365,Siltanen et al. 1997,1123,Duric Ferro-Humic Podzol,48.6,-124.45,HIGH,4,Bhf3,37473.0,,37473.0,
366,Siltanen et al. 1997,1123,Duric Ferro-Humic Podzol,48.6,-124.45,HIGH,5,Bhf4,30270.0,,30270.0,
367,Siltanen et al. 1997,1123,Duric Ferro-Humic Podzol,48.6,-124.45,HIGH,6,CBc,45.0,,45.0,
368,Siltanen et al. 1997,1274,Orthic Dystric Brunisol,49.08,-125.63,HIGH,1,LF,2400.0,22598.0,2400.0,225.98
369,Siltanen et al. 1997,1274,Orthic Dystric Brunisol,49.08,-125.63,HIGH,2,H,4475.0,,4475.0,
370,Siltanen et al. 1997,1274,Orthic Dystric Brunisol,49.08,-125.63,HIGH,3,Bm1,7772.0,,7772.0,
371,Siltanen et al. 1997,1274,Orthic Dystric Brunisol,49.08,-125.63,HIGH,4,Bm2,3791.0,,3791.0,
372,Siltanen et al. 1997,1274,Orthic Dystric Brunisol,49.08,-125.63,HIGH,5,BC1,3604.0,,3604.0,
373,Siltanen et al. 1997,1274,Orthic Dystric Brunisol,49.08,-125.63,HIGH,6,BC2,556.0,,556.0,
374,Siltanen et al. 1997,1774,Duric Ferro-Humic Podzol,52.43,-131.45,HIGH,1,LFH,3930.0,28710.0,3930.0,287.1
375,Siltanen et al. 1997,1774,Duric Ferro-Humic Podzol,52.43,-131.45,HIGH,2,Aej,223.0,,223.0,
376,Siltanen et al. 1997,1774,Duric Ferro-Humic Podzol,52.43,-131.45,HIGH,3,Bhf,5958.0,,5958.0,
377,Siltanen et al. 1997,1774,Duric Ferro-Humic Podzol,52.43,-131.45,HIGH,4,Bhf2,6376.0,,6376.0,
378,Siltanen et al. 1997,1774,Duric Ferro-Humic Podzol,52.43,-131.45,HIGH,5,Bfgj,9360.0,,9360.0,
379,Siltanen et al. 1997,1774,Duric Ferro-Humic Podzol,52.43,-131.45,HIGH,6,BCc,2863.0,,2863.0,
380,Siltanen et al. 1997,1775,Duric Ferro-Humic Podzol,52.77,-131.56,HIGH,1,LFH,8697.0,38758.0,8697.0,387.58
381,Siltanen et al. 1997,1775,Duric Ferro-Humic Podzol,52.77,-131.56,HIGH,2,Bhf,9185.0,,9185.0,
382,Siltanen et al. 1997,1775,Duric Ferro-Humic Podzol,52.77,-131.56,HIGH,3,Bf1,6224.0,,6224.0,
383,Siltanen et al. 1997,1775,Duric Ferro-Humic Podzol,52.77,-131.56,HIGH,4,Bfgj,9815.0,,9815.0,
384,Siltanen et al. 1997,1775,Duric Ferro-Humic Podzol,52.77,-131.56,HIGH,5,Bf2,4837.0,,4837.0,
385,Siltanen et al. 1997,1776,Gleyed Ortstein Ferro-Humic Podzol,50.7,-127.97,HIGH,1,L,3502.0,35687.0,3502.0,356.87
