Row,SOURCE,ID,ORDER,LAT ,LON,LATLON_Q,Elevation,Slope,Aspect,HORIZON,DEPTH2,DEPTH1,DEPTH,MINERAL_D,FF_D,TOTAL_D,BULK DENSITY_MEAS,BULK DENSITY_SHAW,BULK DENSITY,CF,CCONC,CCONTENT,TOTAL_C,CCONTENT_1M,TOTAL_C_1M,,,,,,,,,Canadian Order,HORIZON,,cconc_method
394,NRCS (Michaelson et al. 2013),83AK130143,"Sandy-skeletal, mixed Typic Cryofluvent",55.292,-132.630,HIGH,NA,NA,NA,C2,23,102,79,,,,0.00,1.74,1.74,55,2.53,15619,,15224,,,,,,,,,,Ferro-Humic Podzol,C2,,0
395,NRCS (Michaelson et al. 2013),83AK130144,Thixotropic-skeletal Humic Cryorthod,55.425,-131.767,HIGH,NA,NA,NA,Oi,10,6,4,102,10,112,0.00,0.08,0.08,0,36.91,1181,36020,1181,360.2,40.99,,,,,,,,Ferro-Humic Podzol,Of,,0
396,NRCS (Michaelson et al. 2013),83AK130144,Thixotropic-skeletal Humic Cryorthod,55.425,-131.767,HIGH,NA,NA,NA,Oa,6,0,6,,,,0.00,0.15,0.15,0,18.65,1679,,1679,,,,,,,,,,Ferro-Humic Podzol,Oh,,0
397,NRCS (Michaelson et al. 2013),83AK130144,Thixotropic-skeletal Humic Cryorthod,55.425,-131.767,HIGH,NA,NA,NA,Bh,0,5,5,,,,0.00,0.86,0.86,15,6.81,2488,,2488,,,,,,,,,,Ferro-Humic Podzol,Bh,,0
398,NRCS (Michaelson et al. 2013),83AK130144,Thixotropic-skeletal Humic Cryorthod,55.425,-131.767,HIGH,NA,NA,NA,Bs1,5,30,25,,,,0.00,1.17,1.17,53,11.68,16061,,16061,,,,,,,,,,Ferro-Humic Podzol,bf1,,0
399,NRCS (Michaelson et al. 2013),83AK130144,Thixotropic-skeletal Humic Cryorthod,55.425,-131.767,HIGH,NA,NA,NA,Bs2,30,76,46,,,,0.00,1.17,1.17,69,3.52,5880,,5880,,,,,,,,,,Ferro-Humic Podzol,bf2,,0
400,NRCS (Michaelson et al. 2013),83AK130144,Thixotropic-skeletal Humic Cryorthod,55.425,-131.767,HIGH,NA,NA,NA,C,76,102,26,,,,0.00,1.74,1.74,44,3.45,8732,,8732,,,,,,,,,,Ferro-Humic Podzol,C,,0
401,NRCS (Michaelson et al. 2013),82AK130132,Thixotropic Humic Cryorthod,55.436,-132.508,HIGH,NA,NA,NA,Oi,35,21,14,100,35,135,0.00,0.08,0.08,0,36.67,4107,53171,4107,531.7,110.76,,,,,,,,Ferro-Humic Podzol,Of,,1
402,NRCS (Michaelson et al. 2013),82AK130132,Thixotropic Humic Cryorthod,55.436,-132.508,HIGH,NA,NA,NA,Oe,21,0,21,,,,0.00,0.12,0.12,0,40.64,10241,,10241,,,,,,,,,,Ferro-Humic Podzol,Om,,1
403,NRCS (Michaelson et al. 2013),82AK130132,Thixotropic Humic Cryorthod,55.436,-132.508,HIGH,NA,NA,NA,E,0,3,3,,,,0.00,0.93,0.93,6,1.81,474,,474,,,,,,,,,,Ferro-Humic Podzol,E,,0
404,NRCS (Michaelson et al. 2013),82AK130132,Thixotropic Humic Cryorthod,55.436,-132.508,HIGH,NA,NA,NA,Bh,3,6,3,,,,0.00,0.86,0.86,15,6.17,1353,,1353,,,,,,,,,,Ferro-Humic Podzol,Bh,,0
405,NRCS (Michaelson et al. 2013),82AK130132,Thixotropic Humic Cryorthod,55.436,-132.508,HIGH,NA,NA,NA,Bs,6,28,22,,,,0.00,1.17,1.17,9,5.54,12981,,12981,,,,,,,,,,Ferro-Humic Podzol,bf,,0
406,NRCS (Michaelson et al. 2013),82AK130132,Thixotropic Humic Cryorthod,55.436,-132.508,HIGH,NA,NA,NA,By,28,64,36,,,,0.00,1.71,1.71,24,3.26,15268,,15268,,,,,,,,,,Ferro-Humic Podzol,By,,0
407,NRCS (Michaelson et al. 2013),82AK130132,Thixotropic Humic Cryorthod,55.436,-132.508,HIGH,NA,NA,NA,C,64,100,36,,,,0.00,1.74,1.74,36,2.18,8748,,8748,,,,,,,,,,Ferro-Humic Podzol,C,,0
408,NRCS (Michaelson et al. 2013),82AK130147,Thixotropic-skeletal Humic Cryorthod,55.442,-132.496,HIGH,NA,NA,NA,Oi,23,13,10,66,23,89,0.00,0.08,0.08,0,36.67,2933,21267,2933,212.7,69.44,,,,,,,,Ferro-Humic Podzol,Of,,1
409,NRCS (Michaelson et al. 2013),82AK130147,Thixotropic-skeletal Humic Cryorthod,55.442,-132.496,HIGH,NA,NA,NA,Oe,13,0,13,,,,0.00,0.12,0.12,0,40.64,6340,,6340,,,,,,,,,,Ferro-Humic Podzol,Om,,1
410,NRCS (Michaelson et al. 2013),82AK130147,Thixotropic-skeletal Humic Cryorthod,55.442,-132.496,HIGH,NA,NA,NA,E,0,5,5,,,,0.00,0.93,0.93,8,2.72,1165,,1165,,,,,,,,,,Ferro-Humic Podzol,E,,0
411,NRCS (Michaelson et al. 2013),82AK130147,Thixotropic-skeletal Humic Cryorthod,55.442,-132.496,HIGH,NA,NA,NA,Bhs,5,23,18,,,,0.00,0.86,0.86,26,5.67,6492,,6492,,,,,,,,,,Ferro-Humic Podzol,Bhf,,0
412,NRCS (Michaelson et al. 2013),82AK130147,Thixotropic-skeletal Humic Cryorthod,55.442,-132.496,HIGH,NA,NA,NA,BC,23,46,23,,,,0.00,1.71,1.71,35,1.40,3579,,3579,,,,,,,,,,Ferro-Humic Podzol,BC,,0
413,NRCS (Michaelson et al. 2013),82AK130147,Thixotropic-skeletal Humic Cryorthod,55.442,-132.496,HIGH,NA,NA,NA,C,46,66,20,,,,0.00,1.74,1.74,59,0.53,758,,758,,,,,,,,,,Ferro-Humic Podzol,C,,0
414,NRCS (Michaelson et al. 2013),78AK130001,"Thixotropic, mixed Humic Lithic Cryorthod",55.468,-131.644,HIGH,NA,NA,NA,O,10,0,10,41,10,51,0.00,0.11,0.11,0,61.83,6801,12749,6801,127.5,39.61,,,,,,,,Ferro-Humic Podzol,O,,0
415,NRCS (Michaelson et al. 2013),78AK130001,"Thixotropic, mixed Humic Lithic Cryorthod",55.468,-131.644,HIGH,NA,NA,NA,E,0,3,3,,,,0.00,0.93,0.93,0,1.54,428,,428,,,,,,,,,,Ferro-Humic Podzol,E,,0
416,NRCS (Michaelson et al. 2013),78AK130001,"Thixotropic, mixed Humic Lithic Cryorthod",55.468,-131.644,HIGH,NA,NA,NA,Bhs,3,8,5,,,,0.00,0.86,0.86,1,3.63,1545,,1545,,,,,,,,,,Ferro-Humic Podzol,Bhf,,0
417,NRCS (Michaelson et al. 2013),78AK130001,"Thixotropic, mixed Humic Lithic Cryorthod",55.468,-131.644,HIGH,NA,NA,NA,Bs,8,15,7,,,,0.00,1.17,1.17,1,2.53,2051,,2051,,,,,,,,,,Ferro-Humic Podzol,bf,,0
418,NRCS (Michaelson et al. 2013),78AK130001,"Thixotropic, mixed Humic Lithic Cryorthod",55.468,-131.644,HIGH,NA,NA,NA,Cr,15,41,26,,,,0.00,1.74,1.74,38,0.69,1923,,1923,,,,,,,,,,Ferro-Humic Podzol,Cr,,0
419,NRCS (Michaelson et al. 2013),78AK130001,"Thixotropic, mixed Humic Lithic Cryorthod",55.468,-131.644,HIGH,NA,NA,NA,R,41,41.00,0,,,,0.00,0,0,0,0.00,0,,0,,,,,,,,,,Ferro-Humic Podzol,R,,1
420,NRCS (Michaelson et al. 2013),83AK130023,"Loamy-skeletal, mixed Humic Cryorthod",55.492,-132.471,HIGH,NA,NA,NA,Oa,15,0,15,49,15,64,0.00,0.15,0.15,0,28.32,6372,24272,6372,242.7,44.35,,,,,,,,Ferro-Humic Podzol,Oh,,0
421,NRCS (Michaelson et al. 2013),83AK130023,"Loamy-skeletal, mixed Humic Cryorthod",55.492,-132.471,HIGH,NA,NA,NA,E,0,2,2,,,,0.00,0.93,0.93,23,9.40,1347,,1347,,,,,,,,,,Ferro-Humic Podzol,E,,0
422,NRCS (Michaelson et al. 2013),83AK130023,"Loamy-skeletal, mixed Humic Cryorthod",55.492,-132.471,HIGH,NA,NA,NA,Bhs,2,15,13,,,,0.00,0.86,0.86,74,9.49,2759,,2759,,,,,,,,,,Ferro-Humic Podzol,Bhf,,0
423,NRCS (Michaelson et al. 2013),83AK130023,"Loamy-skeletal, mixed Humic Cryorthod",55.492,-132.471,HIGH,NA,NA,NA,Bs1,15,32,17,,,,0.00,1.17,1.17,47,9.27,9771,,9771,,,,,,,,,,Ferro-Humic Podzol,bf1,,0
424,NRCS (Michaelson et al. 2013),83AK130023,"Loamy-skeletal, mixed Humic Cryorthod",55.492,-132.471,HIGH,NA,NA,NA,Bs2,32,49,17,,,,0.00,1.17,1.17,69,6.53,4024,,4024,,,,,,,,,,Ferro-Humic Podzol,bf2,,0
425,NRCS (Michaelson et al. 2013),83AK130023,"Loamy-skeletal, mixed Humic Cryorthod",55.492,-132.471,HIGH,NA,NA,NA,Cr,49,49,0,,,,0.00,1.74,1.74,58,1.24,0,,0,,,,,,,,,,Ferro-Humic Podzol,Cr,,0
426,NRCS (Michaelson et al. 2013),83AK130129,Dysic Lithic Cryofolist,55.487,-132.637,HIGH,NA,NA,NA,Oi,20,0,20,1,20,21,0.00,0.08,0.08,0,21.33,3413,3838,3413,38.4,28.48,,,,,,,,Folisol,Of,,0
427,NRCS (Michaelson et al. 2013),83AK130129,Dysic Lithic Cryofolist,55.487,-132.637,HIGH,NA,NA,NA,E,0,1,1,,,,0.00,0.93,0.93,11,5.14,425,,425,,,,,,,,,,Folisol,E,,0
428,NRCS (Michaelson et al. 2013),83AK130130,"Loamy, mixed, micro Humic Cryorthod",55.487,-132.646,HIGH,NA,NA,NA,Oa,20,0,20,10,20,30,0.00,0.15,0.15,0,35.70,10711,12332,10711,123.3,37.23,,,,,,,,Ferro-Humic Podzol,Oh,,0
429,NRCS (Michaelson et al. 2013),83AK130130,"Loamy, mixed, micro Humic Cryorthod",55.487,-132.646,HIGH,NA,NA,NA,Bhs,0,10,10,,,,0.00,0.86,0.86,43,3.31,1621,,1621,,,,,,,,,,Ferro-Humic Podzol,Bhf,,0
430,NRCS (Michaelson et al. 2013),83AK130192,Thixotropic-skeletal Humic Lithic Cryorthod,55.487,-132.637,HIGH,NA,NA,NA,Oi,15,0,15,10,15,25,0.00,0.08,0.08,0,33.00,3960,9583,3960,95.8,31.27,,,,,,,,Ferro-Humic Podzol,Of,,0
431,NRCS (Michaelson et al. 2013),83AK130192,Thixotropic-skeletal Humic Lithic Cryorthod,55.487,-132.637,HIGH,NA,NA,NA,Bhs,0,10,10,,,,0.00,0.86,0.86,36,10.22,5623,,5623,,,,,,,,,,Ferro-Humic Podzol,Bhf,,0
432,NRCS (Michaelson et al. 2013),83AK130193,"Loamy, mixed Lithic Cryorthent",55.487,-132.637,HIGH,NA,NA,NA,Oi,14,0,14,12,14,26,0.00,0.08,0.08,0,32.50,3641,15390,3641,153.9,32.86,,,,,,,,Humic Regosol,Of,,0
433,NRCS (Michaelson et al. 2013),83AK130193,"Loamy, mixed Lithic Cryorthent",55.487,-132.637,HIGH,NA,NA,NA,C,0,12,12,,,,0.00,1.1,1.1,20,11.13,11749,,11749,,,,,,,,,,Humic Regosol,C,,0
434,NRCS (Michaelson et al. 2013),83AK130194,"Loamy, mixed Humic Lithic Cryorthod",55.487,-132.637,HIGH,NA,NA,NA,Oi,18,0,18,17,18,35,0.00,0.08,0.08,0,35.56,5120,16988,5120,169.9,42.97,,,,,,,,Ferro-Humic Podzol,Of,,0
435,NRCS (Michaelson et al. 2013),83AK130194,"Loamy, mixed Humic Lithic Cryorthod",55.487,-132.637,HIGH,NA,NA,NA,Bh,0,17,17,,,,0.00,0.86,0.86,32,11.94,11867,,11867,,,,,,,,,,Ferro-Humic Podzol,Bh,,0
436,NRCS (Michaelson et al. 2013),83AK130195,Dysic Lithic Cryofolist,55.487,-132.646,HIGH,NA,NA,NA,O,20,0,20,5,20,25,0.00,0.11,0.11,0,34.62,7617,10224,7617,102.2,37.51,,,,,,,,Folisol,O,,0
437,NRCS (Michaelson et al. 2013),83AK130195,Dysic Lithic Cryofolist,55.487,-132.646,HIGH,NA,NA,NA,E,0,2,2,,,,0.00,0.93,0.93,1,4.07,750,,750,,,,,,,,,,Folisol,E,,0
438,NRCS (Michaelson et al. 2013),83AK130195,Dysic Lithic Cryofolist,55.487,-132.646,HIGH,NA,NA,NA,Bhs,2,5,3,,,,0.00,0.86,0.86,15,8.47,1857,,1857,,,,,,,,,,Folisol,Bhf,,0
439,NRCS (Michaelson et al. 2013),83AK130196,"Loamy-skeletal, mixed, micro Humic Cryorthod",55.487,-132.646,HIGH,NA,NA,NA,Oe,23,0,23,20,23,43,0.00,0.12,0.12,0,34.36,9484,15260,9484,152.6,57.87,,,,,,,,Ferro-Humic Podzol,Om,,0
440,NRCS (Michaelson et al. 2013),83AK130196,"Loamy-skeletal, mixed, micro Humic Cryorthod",55.487,-132.646,HIGH,NA,NA,NA,E,0,3,3,,,,0.00,0.93,0.93,9,4.77,1211,,1211,,,,,,,,,,Ferro-Humic Podzol,E,,0
441,NRCS (Michaelson et al. 2013),83AK130196,"Loamy-skeletal, mixed, micro Humic Cryorthod",55.487,-132.646,HIGH,NA,NA,NA,Bhs,3,10,7,,,,0.00,0.86,0.86,20,5.91,2846,,2846,,,,,,,,,,Ferro-Humic Podzol,Bhf,,0
442,NRCS (Michaelson et al. 2013),83AK130196,"Loamy-skeletal, mixed, micro Humic Cryorthod",55.487,-132.646,HIGH,NA,NA,NA,Bs,10,20,10,,,,0.00,1.17,1.17,56,3.34,1720,,1720,,,,,,,,,,Ferro-Humic Podzol,bf,,0
443,NRCS (Michaelson et al. 2013),83AK130196,"Loamy-skeletal, mixed, micro Humic Cryorthod",55.487,-132.646,HIGH,NA,NA,NA,Cr,20,20,0,,,,0.00,1.74,1.74,62,2.96,0,,0,,,,,,,,,,Ferro-Humic Podzol,Cr,,0
444,NRCS (Michaelson et al. 2013),83AK130197,"Loamy-skeletal, mixed Cryic Fragiorthod",55.487,-132.646,HIGH,NA,NA,NA,Oa,18,0,18,15,18,33,0.00,0.15,0.15,0,36.20,9773,19013,9773,190.1,49.12,,,,,,,,Humo-Ferric Podzol,Oh,,0
445,NRCS (Michaelson et al. 2013),83AK130197,"Loamy-skeletal, mixed Cryic Fragiorthod",55.487,-132.646,HIGH,NA,NA,NA,Bhs,0,15,15,,,,0.00,1.19,1.19,37,8.22,9240,,9240,,,,,,,,,,Humo-Ferric Podzol,Bhf,,0
446,NRCS (Michaelson et al. 2013),83AK130197,"Loamy-skeletal, mixed Cryic Fragiorthod",55.487,-132.646,HIGH,NA,NA,NA,Cr,15,15,0,,,,0.00,1.91,1.91,44,3.09,0,,0,,,,,,,,,,Humo-Ferric Podzol,Cr,,0
447,NRCS (Michaelson et al. 2013),83AK130198,Dysic Lithic Cryofolist,55.487,-132.646,HIGH,NA,NA,NA,Oe,15,0,15,10,15,25,0.00,0.12,0.12,0,28.37,5106,8206,5106,82.1,28.18,,,,,,,,Folisol,Om,,0
448,NRCS (Michaelson et al. 2013),83AK130198,Dysic Lithic Cryofolist,55.487,-132.646,HIGH,NA,NA,NA,Bhs,0,10,10,,,,0.00,0.86,0.86,17,4.34,3100,,3100,,,,,,,,,,Folisol,Bhf,,0
449,NRCS (Michaelson et al. 2013),83AK130198,Dysic Lithic Cryofolist,55.487,-132.646,HIGH,NA,NA,NA,Cr,10,10,0,,,,0.00,1.74,1.74,20,3.41,0,,0,,,,,,,,,,Folisol,Cr,,0
450,NRCS (Michaelson et al. 2013),83AK130199,"Loamy-skeletal, mixed Typic Cryaquod",55.487,-132.646,HIGH,NA,NA,NA,Oi,20,0,20,50,20,70,0.00,0.08,0.08,0,29.15,4665,29586,4665,295.9,44.19,,,,,,,,Humic Podzol,Of,,0
451,NRCS (Michaelson et al. 2013),83AK130199,"Loamy-skeletal, mixed Typic Cryaquod",55.487,-132.646,HIGH,NA,NA,NA,Bhs,0,12,12,,,,0.00,0.86,0.86,27,9.69,7300,,7300,,,,,,,,,,Humic Podzol,Bhf,,0
452,NRCS (Michaelson et al. 2013),83AK130199,"Loamy-skeletal, mixed Typic Cryaquod",55.487,-132.646,HIGH,NA,NA,NA,C1,12,30,18,,,,0.00,1.74,1.74,39,6.46,12348,,12348,,,,,,,,,,Humic Podzol,C1,,0
453,NRCS (Michaelson et al. 2013),83AK130199,"Loamy-skeletal, mixed Typic Cryaquod",55.487,-132.646,HIGH,NA,NA,NA,C2,30,50,20,,,,0.00,1.74,1.74,59,3.70,5273,,5273,,,,,,,,,,Humic Podzol,C2,,0
454,NRCS (Michaelson et al. 2013),83AK130199,"Loamy-skeletal, mixed Typic Cryaquod",55.487,-132.646,HIGH,NA,NA,NA,Cr,50,50,0,,,,0.00,1.74,1.74,37,2.41,0,,0,,,,,,,,,,Humic Podzol,Cr,,0
455,NRCS (Michaelson et al. 2013),83AK130025,"Loamy, mixed, micro Humic Cryorthod",55.500,-132.458,HIGH,NA,NA,NA,Oi,20,15,5,100,20,120,0.00,0.08,0.08,0,47.44,1897,25998,1897,260.0,56.61,,,,,,,,Ferro-Humic Podzol,Of,,0
456,NRCS (Michaelson et al. 2013),83AK130025,"Loamy, mixed, micro Humic Cryorthod",55.500,-132.458,HIGH,NA,NA,NA,Oa,15,0,15,,,,0.00,0.15,0.15,0,34.71,7810,,7810,,,,,,,,,,Ferro-Humic Podzol,Oh,,0
457,NRCS (Michaelson et al. 2013),83AK130025,"Loamy, mixed, micro Humic Cryorthod",55.500,-132.458,HIGH,NA,NA,NA,Bhs,0,12,12,,,,0.00,0.86,0.86,26,2.12,1622,,1622,,,,,,,,,,Ferro-Humic Podzol,Bhf,,0
458,NRCS (Michaelson et al. 2013),83AK130025,"Loamy, mixed, micro Humic Cryorthod",55.500,-132.458,HIGH,NA,NA,NA,Cr,12,100,88,,,,0.00,1.74,1.74,78,4.35,14668,,14668,,,,,,,,,,Ferro-Humic Podzol,Cr,,0
459,NRCS (Michaelson et al. 2013),83AK130127,"Loamy-skeletal, mixed Humic Lithic Cryorthod",55.506,-132.475,HIGH,NA,NA,NA,Oi,10,0,10,30,10,40,0.00,0.08,0.08,0,39.47,3157,14467,3157,144.7,28.69,,,,,,,,Ferro-Humic Podzol,Of,,0
460,NRCS (Michaelson et al. 2013),83AK130127,"Loamy-skeletal, mixed Humic Lithic Cryorthod",55.506,-132.475,HIGH,NA,NA,NA,E,0,10,10,,,,0.00,0.93,0.93,38,11.15,6431,,6431,,,,,,,,,,Ferro-Humic Podzol,E,,0
461,NRCS (Michaelson et al. 2013),83AK130127,"Loamy-skeletal, mixed Humic Lithic Cryorthod",55.506,-132.475,HIGH,NA,NA,NA,Bhs,10,30,20,,,,0.00,0.86,0.86,77,12.33,4879,,4879,,,,,,,,,,Ferro-Humic Podzol,Bhf,,0
462,NRCS (Michaelson et al. 2013),83AK130131,"Loamy-skeletal, mixed Typic Cryorthod",55.500,-132.471,HIGH,NA,NA,NA,Oi,30,22,8,25,30,55,0.00,0.08,0.08,0,40.14,2569,8722,2569,87.2,40.98,,,,,,,,Humo-Ferric Podzol,Of,,0
463,NRCS (Michaelson et al. 2013),83AK130131,"Loamy-skeletal, mixed Typic Cryorthod",55.500,-132.471,HIGH,NA,NA,NA,Oa,22,0,22,,,,0.00,0.15,0.15,0,9.32,3075,,3075,,,,,,,,,,Humo-Ferric Podzol,Oh,,0
464,NRCS (Michaelson et al. 2013),83AK130131,"Loamy-skeletal, mixed Typic Cryorthod",55.500,-132.471,HIGH,NA,NA,NA,Bs,0,25,25,,,,0.00,1.46,1.46,61,2.16,3079,,3079,,,,,,,,,,Humo-Ferric Podzol,bf,,0
465,NRCS (Michaelson et al. 2013),83AK130131,"Loamy-skeletal, mixed Typic Cryorthod",55.500,-132.471,HIGH,NA,NA,NA,Cr,25,25,0,,,,0.00,1.91,1.91,56,0.73,0,,0,,,,,,,,,,Humo-Ferric Podzol,Cr,,0
466,NRCS (Michaelson et al. 2013),83AK220019,Thixotropic-skeletal Typic Cryorthod,55.513,-133.408,HIGH,NA,NA,NA,O,13,0,13,102,13,115,0.00,0.14,0.14,0,28.49,5186,27920,5186,275.3,39.99,,,,,,,,Humo-Ferric Podzol,O,,0
467,NRCS (Michaelson et al. 2013),83AK220019,Thixotropic-skeletal Typic Cryorthod,55.513,-133.408,HIGH,NA,NA,NA,E,0,3,3,,,,0.00,1.31,1.31,37,3.59,889,,889,,,,,,,,,,Humo-Ferric Podzol,E,,0
468,NRCS (Michaelson et al. 2013),83AK220019,Thixotropic-skeletal Typic Cryorthod,55.513,-133.408,HIGH,NA,NA,NA,Bhs1,3,13,10,,,,0.00,1.19,1.19,62,9.85,4453,,4453,,,,,,,,,,Humo-Ferric Podzol,Bhf1,,0
469,NRCS (Michaelson et al. 2013),83AK220019,Thixotropic-skeletal Typic Cryorthod,55.513,-133.408,HIGH,NA,NA,NA,Bhs2,13,30,17,,,,0.00,1.19,1.19,43,3.07,3540,,3540,,,,,,,,,,Humo-Ferric Podzol,Bhf2,,0
470,NRCS (Michaelson et al. 2013),83AK220019,Thixotropic-skeletal Typic Cryorthod,55.513,-133.408,HIGH,NA,NA,NA,C,30,102,72,,,,0.00,1.91,1.91,36,1.57,13851,,13466,,,,,,,,,,Humo-Ferric Podzol,C,,0
471,NRCS (Michaelson et al. 2013),83AK130128,"Loamy, mixed Humic Lithic Cryorthod",55.525,-132.621,HIGH,NA,NA,NA,Oi,15,12,3,45,15,60,0.00,0.08,0.08,0,47.13,1131,31111,1131,311.1,54.37,,,,,,,,Ferro-Humic Podzol,Of,,0
472,NRCS (Michaelson et al. 2013),83AK130128,"Loamy, mixed Humic Lithic Cryorthod",55.525,-132.621,HIGH,NA,NA,NA,Oe,12,0,12,,,,0.00,0.12,0.12,0,27.56,3968,,3968,,,,,,,,,,Ferro-Humic Podzol,Om,,0
473,NRCS (Michaelson et al. 2013),83AK130128,"Loamy, mixed Humic Lithic Cryorthod",55.525,-132.621,HIGH,NA,NA,NA,E,0,3,3,,,,0.00,0.93,0.93,3,9.13,2472,,2472,,,,,,,,,,Ferro-Humic Podzol,E,,0
474,NRCS (Michaelson et al. 2013),83AK130128,"Loamy, mixed Humic Lithic Cryorthod",55.525,-132.621,HIGH,NA,NA,NA,Bhs,3,12,9,,,,0.00,0.86,0.86,11,8.60,5926,,5926,,,,,,,,,,Ferro-Humic Podzol,Bhf,,0
475,NRCS (Michaelson et al. 2013),83AK130128,"Loamy, mixed Humic Lithic Cryorthod",55.525,-132.621,HIGH,NA,NA,NA,Bs,12,45,33,,,,0.00,1.17,1.17,37,7.24,17614,,17614,,,,,,,,,,Ferro-Humic Podzol,bf,,0
476,NRCS (Michaelson et al. 2013),84AK201014,"Loamy-skeletal, mixed, frigid, shallom Placic Haplaquod",55.525,-133.367,HIGH,NA,NA,NA,Oe,9,0,9,21,9,30,0.00,0.12,0.12,,40.64,4389,14205,4389,142.0,30.99,,,,,,,,Humic Podzol,Om,,1
477,NRCS (Michaelson et al. 2013),84AK201014,"Loamy-skeletal, mixed, frigid, shallom Placic Haplaquod",55.525,-133.367,HIGH,NA,NA,NA,E,0,4,4,,,,0.00,0.93,0.93,1,16.17,5955,,5955,,,,,,,,,,Humic Podzol,E,,0
478,NRCS (Michaelson et al. 2013),84AK201014,"Loamy-skeletal, mixed, frigid, shallom Placic Haplaquod",55.525,-133.367,HIGH,NA,NA,NA,Bhs,4,10,6,,,,0.00,0.86,0.86,27,8.93,3364,,3364,,,,,,,,,,Humic Podzol,Bhf,,0
479,NRCS (Michaelson et al. 2013),84AK201014,"Loamy-skeletal, mixed, frigid, shallom Placic Haplaquod",55.525,-133.367,HIGH,NA,NA,NA,Bsm,10,11,1,,,,0.00,1.17,1.17,41,1.60,110,,110,,,,,,,,,,Humic Podzol,bfm,,0
480,NRCS (Michaelson et al. 2013),84AK201014,"Loamy-skeletal, mixed, frigid, shallom Placic Haplaquod",55.525,-133.367,HIGH,NA,NA,NA,Cr,11,21,10,,,,0.00,1.74,1.74,63,0.60,386,,386,,,,,,,,,,Humic Podzol,Cr,,0
481,NRCS (Michaelson et al. 2013),84AK201004,Dysic Lithic Cryofolist,55.675,-132.458,HIGH,NA,NA,NA,Oi,0,8,8,5,18,23,0.00,0.08,0.08,0,45.55,2915,14480,2915,144.8,36.49,,,,,,,,Folisol,Of,,0
482,NRCS (Michaelson et al. 2013),84AK201004,Dysic Lithic Cryofolist,55.675,-132.458,HIGH,NA,NA,NA,Oa,8,18,10,,,,0.00,0.15,0.15,0,45.92,6888,,6888,,,,,,,,,,Folisol,Oh,,0
483,NRCS (Michaelson et al. 2013),84AK201004,Dysic Lithic Cryofolist,55.675,-132.458,HIGH,NA,NA,NA,2C,18,23,5,,,,0.00,1.74,1.74,4,5.60,4677,,4677,,,,,,,,,,Folisol,2C,,0
484,NRCS (Michaelson et al. 2013),78AK130002,"Thixotropic, mixed Typic Cryorthod",55.708,-132.713,HIGH,NA,NA,NA,O1,15,5,10,28,15,43,0.00,0.14,0.14,0,56.86,7960,25591,7960,255.9,59.65,,,,,,,,Humo-Ferric Podzol,O1,,0
485,NRCS (Michaelson et al. 2013),78AK130002,"Thixotropic, mixed Typic Cryorthod",55.708,-132.713,HIGH,NA,NA,NA,O2,5,0,5,,,,0.00,0.14,0.14,0,60.58,4240,,4240,,,,,,,,,,Humo-Ferric Podzol,O2,,0
486,NRCS (Michaelson et al. 2013),78AK130002,"Thixotropic, mixed Typic Cryorthod",55.708,-132.713,HIGH,NA,NA,NA,E,0,3,3,,,,0.00,1.31,1.31,1,5.43,2111,,2111,,,,,,,,,,Humo-Ferric Podzol,E,,0
487,NRCS (Michaelson et al. 2013),78AK130002,"Thixotropic, mixed Typic Cryorthod",55.708,-132.713,HIGH,NA,NA,NA,Bhs1,3,5,2,,,,0.00,1.19,1.19,1,8.71,2052,,2052,,,,,,,,,,Humo-Ferric Podzol,Bhf1,,0
488,NRCS (Michaelson et al. 2013),78AK130002,"Thixotropic, mixed Typic Cryorthod",55.708,-132.713,HIGH,NA,NA,NA,Bhs2,5,13,8,,,,0.00,1.19,1.19,0,6.49,6177,,6177,,,,,,,,,,Humo-Ferric Podzol,Bhf2,,0
489,NRCS (Michaelson et al. 2013),78AK130002,"Thixotropic, mixed Typic Cryorthod",55.708,-132.713,HIGH,NA,NA,NA,B,13,28,15,,,,0.00,1.19,1.19,0,1.71,3050,,3050,,,,,,,,,,Humo-Ferric Podzol,B,,0
490,NRCS (Michaelson et al. 2013),78AK130002,"Thixotropic, mixed Typic Cryorthod",55.708,-132.713,HIGH,NA,NA,NA,2C,28,28.00,0,,,,0.00,1.91,1.91,0,0.51,0,,0,,,,,,,,,,Humo-Ferric Podzol,2C,,0
491,NRCS (Michaelson et al. 2013),84AK201006,"Sandy-skeletal, mixed Typic Cryorthod",55.704,-132.583,HIGH,NA,NA,NA,Oa,3,0,3,96,3,99,0.00,0.15,0.15,0,12.67,570,15551,570,155.5,15.17,,,,,,,,Humo-Ferric Podzol,Oh,,0
492,NRCS (Michaelson et al. 2013),84AK201006,"Sandy-skeletal, mixed Typic Cryorthod",55.704,-132.583,HIGH,NA,NA,NA,E,0,3,3,,,,0.00,1.31,1.31,4,5.57,2101,,2101,,,,,,,,,,Humo-Ferric Podzol,E,,0
493,NRCS (Michaelson et al. 2013),84AK201006,"Sandy-skeletal, mixed Typic Cryorthod",55.704,-132.583,HIGH,NA,NA,NA,Bhs,3,8,5,,,,0.00,1.19,1.19,31,6.09,2500,,2500,,,,,,,,,,Humo-Ferric Podzol,Bhf,,0
