Row,SOURCE,BEC Number,ID,GGROUP_EXP,ORDER_ONLY,LAT,LON,LATLON_Q,Elevation,Slope,Aspect,Horizon,UpperDepth,LowerDepth,DEPTH,Texture,HorizonType,MIN_D,FF_D,Zone,SurficialMaterialSurf,MINERAL_D,FF_D,TOTAL_D,BULK.DENSITY,CF,NEW.CCONC,CCONTENT,TOTAL_C,CCONTENT_1M,TOTAL_C_1M,next,,,,,
2433,,540,481,HFP,Podzolic,50.14883423,125.2004395,,,,,Fm,4,3,1,NA,1,0,1,,,,,,0.14,0,43.21,605,,605,,,,,,,
2434,,540,481,HFP,Podzolic,50.14883423,125.2004395,,,,,Hh,3,0,3,NA,1,0,3,,,,,,0.14,0,36.65,1539,,1539,,,,,,,
2435,,588,481,HFP,Podzolic,50.14883423,125.2004395,,,,,Ae,0,-8.5,8.5,LS,2,8.5,0,CWH,M,,,,1.31,66,4.74,1795,,1795,,,,,,,
2436,,588,481,HFP,Podzolic,50.14883423,125.2004395,,,,,Bf1,-8.5,-33,24.5,LS,2,24.5,0,CWH,M,,,,1.38,66,1.7,1954,,1954,,,,,,,
2437,,588,481,HFP,Podzolic,50.14883423,125.2004395,,,,,Bf2,-33,-65,32,LS,2,32,0,CWH,M,,,,1.38,66,1.7,2552,,2552,,,,,,,
2438,,516,482,HFP,Podzolic,50.1989975,125.1632614,,,,,L,4.5,2.5,2,NA,1,0,2,,,69,4.5,73.5,0.14,0,43.21,1210,13184,1210,13184,1,,,,,
2439,,516,482,HFP,Podzolic,50.1989975,125.1632614,,,,,F,2.5,1,1.5,NA,1,0,1.5,,,,,,0.14,0,43.21,907,,907,,,,,,,
2440,,516,482,HFP,Podzolic,50.1989975,125.1632614,,,,,H,1,0,1,NA,1,0,1,,,,,,0.14,0,36.65,513,,513,,,,,,,
2441,,564,482,HFP,Podzolic,50.1989975,125.1632614,,,,,Ae,0,-1,1,SL,2,1,0,CWH,M,,,,1.31,0,4.74,621,,621,,,,,,,
2442,,564,482,HFP,Podzolic,50.1989975,125.1632614,,,,,B1,-1,-32,31,SL,2,31,0,CWH,M,,,,1.38,41,1.7,4291,,4291,,,,,,,
2443,,564,482,HFP,Podzolic,50.1989975,125.1632614,,,,,B2,-32,-69,37,SL,2,37,0,CWH,M,,,,1.38,35,1.7,5642,,5642,,,,,,,
2444,,9,483,HFP,Podzolic,49.9865303,125.4049988,,,,,Ln,5,3,2,NA,1,0,2,,,85,5,90,0.14,0,43.21,1210,18743,1210,18743,1,,,,,
2445,,9,483,HFP,Podzolic,49.9865303,125.4049988,,,,,Fa,3,0,3,NA,1,0,3,,,,,,0.14,0,43.21,1815,,1815,,,,,,,
2446,,15,483,HFP,Podzolic,49.9865303,125.4049988,,,,,Ah,0,-13,13,L,2,13,0,CWH,C,,,,1.31,15,4.74,6861,,6861,,,,,,,
2447,,15,483,HFP,Podzolic,49.9865303,125.4049988,,,,,Bfc,-13,-60,47,LS,2,47,0,CWH,M,,,,1.38,40,1.7,6616,,6616,,,,,,,
2448,,15,483,HFP,Podzolic,49.9865303,125.4049988,,,,,IICcg,-60,-85,25,LS,2,25,0,CWH,M,,,,1.63,0,0.55,2241,,2241,,,,,,,
2449,,15,483,HFP,Podzolic,49.9865303,125.4049988,,,,,R,-85,-85,0,,2,0,0,CWH,F,,,,0,0,,0,,0,,,,,,,
2450,,539,484,HFP,Podzolic,50.17205048,125.2242966,,,,,Lv,5,3,2,NA,1,0,2,,,75,5,80,0.14,0,43.21,1210,10837,1210,10837,1,,,,,
2451,,539,484,HFP,Podzolic,50.17205048,125.2242966,,,,,Fm,3,1,2,NA,1,0,2,,,,,,0.14,0,43.21,1210,,1210,,,,,,,
2452,,539,484,HFP,Podzolic,50.17205048,125.2242966,,,,,Hh,1,0,1,NA,1,0,1,,,,,,0.14,0,36.65,513,,513,,,,,,,
2453,,587,484,HFP,Podzolic,50.17205048,125.2242966,,,,,Ae,0,-5,5,LS,2,5,0,CWH,F,,,,1.31,57,4.74,1335,,1335,,,,,,,
2454,,587,484,HFP,Podzolic,50.17205048,125.2242966,,,,,Bf,-5,-75,70,LS,2,70,0,CWH,F,,,,1.38,60,1.7,6569,,6569,,,,,,,
2455,,515,485,HFP,Podzolic,50.18452072,125.2562561,,,,,L,5,4,1,NA,1,0,1,,,96,9,105,0.14,0,43.21,605,605,605,605,1,,,,,
2456,,515,486,HP,Podzolic,50.18452072,125.2562561,,,,,F,4,3,1,NA,1,0,1,,,,,,0.11,0,,0,,0,,1,,,,,
2457,,517,486,HP,Podzolic,50.18452072,125.2562561,,,,,L,4,3,1,NA,1,0,1,,,,,,0.11,0,,0,,0,,,,,,,
2458,,517,486,HP,Podzolic,50.18452072,125.2562561,,,,,Fm,3,2,1,NA,1,0,1,,,,,,0.11,0,,0,,0,,,,,,,
2459,,515,486,HP,Podzolic,50.18452072,125.2562561,,,,,H,3,0,3,NA,1,0,3,,,,,,0.11,0,,0,,0,,,,,,,
2460,,517,486,HP,Podzolic,50.18452072,125.2562561,,,,,Hh,2,0,2,NA,1,0,2,,,,,,0.11,0,,0,,0,,,,,,,
2461,,563,486,HP,Podzolic,50.18452072,125.2562561,,,,,Ae,0,-2,2,SL,2,2,0,CWH,M,,,,0.93,35,,0,,0,,,,,,,
2462,,565,486,HP,Podzolic,50.18452072,125.2562561,,,,,Ae,0,-2,2,SL,2,2,0,CWH,M,,,,0.93,20,,0,,0,,,,,,,
2463,,563,486,HP,Podzolic,50.18452072,125.2562561,,,,,Bf1,-2,-33,31,SL,2,31,0,CWH,M,,,,1.17,35,,0,,0,,,,,,,
2464,,565,486,HP,Podzolic,50.18452072,125.2562561,,,,,Bf,-2,-48,46,SL,2,46,0,CWH,M,,,,1.17,75,,0,,0,,,,,,,
2465,,565,486,HP,Podzolic,50.18452072,125.2562561,,,,,B,-48,-63,15,SL,2,15,0,CWH,M,,,,1.17,75,,0,,0,,,,,,,
2466,,563,486,HP,Podzolic,50.18452072,125.2562561,,,,,Bf2,-33,-65,32,SL,2,32,0,CWH,M,,,,1.17,20,,0,,0,,,,,,,
2467,,444,487,HFP,Podzolic,50.34211731,125.1567307,,,,,Lv,15,13,2,NA,1,0,2,,,69,15,84,0.14,0,43.21,1210,22476,1210,22476,1,,,,,
2468,,444,487,HFP,Podzolic,50.34211731,125.1567307,,,,,Fa,13,6,7,NA,1,0,7,,,,,,0.14,0,43.21,4235,,4235,,,,,,,
2469,,444,487,HFP,Podzolic,50.34211731,125.1567307,,,,,Hh,6,0,6,NA,1,0,6,,,,,,0.14,0,36.65,3079,,3079,,,,,,,
2470,,492,487,HFP,Podzolic,50.34211731,125.1567307,,,,,Bhf,0,-6,6,L,2,6,0,CWH,C,,,,0.87,2,1.7,870,,870,,,,,,,
2471,,492,487,HFP,Podzolic,50.34211731,125.1567307,,,,,Bf1,-6,-23,17,L,2,17,0,CWH,C,,,,1.38,5,1.7,3789,,3789,,,,,,,
2472,,492,487,HFP,Podzolic,50.34211731,125.1567307,,,,,Bf2,-23,-33,10,SIL,2,10,0,CWH,C,,,,1.38,35,1.7,1525,,1525,,,,,,,
2473,,492,487,HFP,Podzolic,50.34211731,125.1567307,,,,,Bf3,-22,-58,36,SIL,2,36,0,CWH,C,,,,1.38,8,1.7,7770,,7770,,,,,,,
2474,,492,487,HFP,Podzolic,50.34211731,125.1567307,,,,,B,-58,-58,0,,2,0,0,CWH,M,,,,1.38,50,1.7,0,,0,,,,,,,
2475,,518,488,HFP,Podzolic,50.0090065,125.4959335,,,,,L,2,1.5,0.5,NA,1,0,0.5,,,60,2,62,0.14,0,43.21,302,13547,302,13547,1,,,,,
2476,,518,488,HFP,Podzolic,50.0090065,125.4959335,,,,,Fm,1.5,0.5,1,NA,1,0,1,,,,,,0.14,0,43.21,605,,605,,,,,,,
2477,,518,488,HFP,Podzolic,50.0090065,125.4959335,,,,,Hv,0.5,0,0.5,NA,1,0,0.5,,,,,,0.14,0,36.65,257,,257,,,,,,,
2478,,566,488,HFP,Podzolic,50.0090065,125.4959335,,,,,Ahj,0,-7,7,SL,2,7,0,CWH,M,,,,1.31,35,4.74,2825,,2825,,,,,,,
2479,,566,488,HFP,Podzolic,50.0090065,125.4959335,,,,,Fb,-7,-10,3,SL,2,3,0,CWH,M,,,,0.14,35,43.21,1180,,1180,,,,,,,
2480,,566,488,HFP,Podzolic,50.0090065,125.4959335,,,,,Aejd,-10,-13,3,SL,2,3,0,CWH,M,,,,1.31,35,4.74,1211,,1211,,,,,,,
2481,,566,488,HFP,Podzolic,50.0090065,125.4959335,,,,,Bf1,-13,-19,6,SL,2,6,0,CWH,M,,,,1.38,35,1.7,915,,915,,,,,,,
2482,,566,488,HFP,Podzolic,50.0090065,125.4959335,,,,,Bf2,-19,-60,41,SL,2,41,0,CWH,M,,,,1.38,35,1.7,6252,,6252,,,,,,,
2483,,446,489,HFP,Podzolic,50.34595108,125.1679001,,,,,Lw,13,12,1,NA,1,0,1,,,18,13,31,0.14,0,43.21,605,9370,605,9370,1,,,,,
2484,,446,489,HFP,Podzolic,50.34595108,125.1679001,,,,,Fa,12,2,10,NA,1,0,10,,,,,,0.14,0,43.21,6049,,6049,,,,,,,
2485,,446,489,HFP,Podzolic,50.34595108,125.1679001,,,,,Hh,2,0,2,NA,1,0,2,,,,,,0.14,0,36.65,1026,,1026,,,,,,,
2486,,494,489,HFP,Podzolic,50.34595108,125.1679001,,,,,Bf,0,-18,18,SL,2,18,0,CWH,M,,,,1.38,60,1.7,1689,,1689,,,,,,,
2487,,519,490,HFP,Podzolic,50.00450516,125.5407104,,,,,L,7,5,2,NA,1,0,2,,,60,7,67,0.14,0,43.21,1210,11756,1210,11756,1,,,,,
2488,,519,490,HFP,Podzolic,50.00450516,125.5407104,,,,,Fm,5,4,1,NA,1,0,1,,,,,,0.14,0,43.21,605,,605,,,,,,,
2489,,519,490,HFP,Podzolic,50.00450516,125.5407104,,,,,Hh,4,0,4,NA,1,0,4,,,,,,0.14,0,36.65,2052,,2052,,,,,,,
2490,,567,490,HFP,Podzolic,50.00450516,125.5407104,,,,,Aej,0,-2,2,SL,2,2,0,CWH,M,,,,1.31,40,4.74,745,,745,,,,,,,
2491,,567,490,HFP,Podzolic,50.00450516,125.5407104,,,,,Bf1,-2,-20,18,SL,2,18,0,CWH,C,,,,1.38,40,1.7,2534,,2534,,,,,,,
2492,,567,490,HFP,Podzolic,50.00450516,125.5407104,,,,,Bf2,-20,-31,11,SL,2,11,0,CWH,C,,,,1.38,40,1.7,1548,,1548,,,,,,,
2493,,567,490,HFP,Podzolic,50.00450516,125.5407104,,,,,Bfj,-31,-60,29,SL,2,29,0,CWH,C,,,,1.38,55,1.7,3062,,3062,,,,,,,
2494,,403,491,FHP,Podzolic,50.83332825,124.7266998,,,,,L,6,4,2,NA,1,0,2,,,45,6,51,0.11,0,45.06,991,13449,991,13449,1,,,,,
2495,,403,491,FHP,Podzolic,50.83332825,124.7266998,,,,,Fm,4,2,2,NA,1,0,2,,,,,,0.11,0,45.06,991,,991,,,,,,,
2496,,403,491,FHP,Podzolic,50.83332825,124.7266998,,,,,Hh,2,0,2,NA,1,0,2,,,,,,0.11,0,38.51,847,,847,,,,,,,
2497,,450,491,FHP,Podzolic,50.83332825,124.7266998,,,,,Bh,0,-45,45,SL,2,45,0,CWH,C,,,,0.86,30,3.92,10619,,10619,,,,,,,
2498,,784,492,SB,Brunisolic,49.87144089,125.7465973,,,,,Ln,6,2,4,NA,1,0,4,,,100,6,106,0.16,0,37.4,2394,23892,2394,23892,1,,,,,
2499,,784,492,SB,Brunisolic,49.87144089,125.7465973,,,,,Fz,2,0,2,NA,1,0,2,,,,,,0.16,0,37.4,1197,,1197,,,,,,,
2500,,844,492,SB,Brunisolic,49.87144089,125.7465973,,,,,Ah,0,-21,21,SIL,2,21,0,CWH,C,,,,1.07,0,3.36,7550,,7550,,,,,,,
2501,,844,492,SB,Brunisolic,49.87144089,125.7465973,,,,,Bfj,-21,-31,10,SIL,2,10,0,CWH,M,,,,1.62,0,1.2,1944,,1944,,,,,,,
2502,,844,492,SB,Brunisolic,49.87144089,125.7465973,,,,,Bm,-31,-79,48,SIL,2,48,0,CWH,M,,,,1.62,0,1.2,9331,,9331,,,,,,,
2503,,844,492,SB,Brunisolic,49.87144089,125.7465973,,,,,C,-79,-100,21,LS,2,21,0,CWH,M,,,,1.84,2,0.39,1477,,1477,,,,,,,
2504,,402,493,HFP,Podzolic,50.87388992,124.7483978,,,,,L,4,2,2,NA,1,0,2,,,52,4,56,0.14,0,43.21,1210,6538,1210,6538,1,,,,,
2505,,402,493,HFP,Podzolic,50.87388992,124.7483978,,,,,Fm,2,1,1,NA,1,0,1,,,,,,0.14,0,43.21,605,,605,,,,,,,
2506,,402,493,HFP,Podzolic,50.87388992,124.7483978,,,,,H,1,0,1,NA,1,0,1,,,,,,0.14,0,36.65,513,,513,,,,,,,
2507,,449,493,HFP,Podzolic,50.87388992,124.7483978,,,,,Ae,0,-1,1,,2,1,0,CWH,M,,,,1.31,0,4.74,621,,621,,,,,,,
2508,,449,493,HFP,Podzolic,50.87388992,124.7483978,,,,,Bf,-1,-52,51,LS,2,51,0,CWH,M,,,,1.38,70,1.7,3589,,3589,,,,,,,
2509,,785,494,HR,Regosolic,49.87166977,125.7521973,,,,,Ln,5,1,4,NA,1,0,4,,,62,5,67,0.11,0,25.58,1126,14589,1126,14589,1,,,,,
2510,,785,494,HR,Regosolic,49.87166977,125.7521973,,,,,F,1,0,1,NA,1,0,1,,,,,,0.11,0,25.58,281,,281,,,,,,,
2511,,845,494,HR,Regosolic,49.87166977,125.7521973,,,,,Ah,0,-14,14,SIL,2,14,0,CWH,C,,,,0.97,0,7.94,10783,,10783,,,,,,,
2512,,845,494,HR,Regosolic,49.87166977,125.7521973,,,,,C,-14,-17,3,S,2,3,0,CWH,FG,,,,1.1,0,0.92,304,,304,,,,,,,
2513,,845,494,HR,Regosolic,49.87166977,125.7521973,,,,,IIC,-17,-26,9,S,2,9,0,CWH,FG,,,,1.1,70,0.92,273,,273,,,,,,,
2514,,845,494,HR,Regosolic,49.87166977,125.7521973,,,,,IIAhb,-26,-29,3,LS,2,3,0,CWH,FG,,,,0.97,50,7.94,1155,,1155,,,,,,,
2515,,845,494,HR,Regosolic,49.87166977,125.7521973,,,,,IIIC,-29,-47,18,S,2,18,0,CWH,FG,,,,1.1,80,0.92,364,,364,,,,,,,
2516,,845,494,HR,Regosolic,49.87166977,125.7521973,,,,,IVC,-47,-62,15,S,2,15,0,MH,M,,,,1.1,80,0.92,304,,304,,,,,,,
2517,,520,495,HFP,Podzolic,50.05402374,125.6043549,,,,,Lv,7,5,2,NA,1,0,2,,,75,7,82,0.14,0,43.21,1210,11930,1210,11930,1,,,,,
2518,,520,495,HFP,Podzolic,50.05402374,125.6043549,,,,,Fm,5,4,1,NA,1,0,1,,,,,,0.14,0,43.21,605,,605,,,,,,,
2519,,520,495,HFP,Podzolic,50.05402374,125.6043549,,,,,Hr,4,0,4,NA,1,0,4,,,,,,0.14,0,36.65,2052,,2052,,,,,,,
2520,,568,495,HFP,Podzolic,50.05402374,125.6043549,,,,,Ae,0,-2,2,SL,2,2,0,CWH,F,,,,1.31,25,4.74,931,,931,,,,,,,
2521,,568,495,HFP,Podzolic,50.05402374,125.6043549,,,,,Bf1,-2,-8,6,SL,2,6,0,CWH,F,,,,1.38,55,1.7,633,,633,,,,,,,
2522,,568,495,HFP,Podzolic,50.05402374,125.6043549,,,,,Bf2,-8,-26,18,SL,2,18,0,CWH,F,,,,1.38,55,1.7,1900,,1900,,,,,,,
2523,,568,495,HFP,Podzolic,50.05402374,125.6043549,,,,,Bf3,-26,-75,49,SL,2,49,0,CWH,F,,,,1.38,60,1.7,4598,,4598,,,,,,,
2524,,523,496,HFP,Podzolic,50.08963013,125.572113,,,,,Lv,3,2,1,NA,1,0,1,,,65,3,68,0.14,0,43.21,605,6794,605,6794,1,,,,,
2525,,523,496,HFP,Podzolic,50.08963013,125.572113,,,,,Fm,2,1,1,NA,1,0,1,,,,,,0.14,0,43.21,605,,605,,,,,,,
2526,,523,496,HFP,Podzolic,50.08963013,125.572113,,,,,Hr,1,0,1,NA,1,0,1,,,,,,0.14,0,36.65,513,,513,,,,,,,
2527,,571,496,HFP,Podzolic,50.08963013,125.572113,,,,,Ae,0,-5,5,SL,2,5,0,CWH,C,,,,1.31,50,4.74,1552,,1552,,,,,,,
2528,,571,496,HFP,Podzolic,50.08963013,125.572113,,,,,Bf1,-5,-25,20,SL,2,20,0,CWH,C,,,,1.38,65,1.7,1642,,1642,,,,,,,
2529,,571,496,HFP,Podzolic,50.08963013,125.572113,,,,,Bf2,-25,-65,40,SL,2,40,0,CWH,F,,,,1.38,80,1.7,1877,,1877,,,,,,,
2530,,521,497,HFP,Podzolic,50.05187988,125.6101074,,,,,Lv,3,2,1,NA,1,0,1,,,70,3,73,0.14,0,43.21,605,10376,605,10376,1,,,,,
2531,,521,497,HFP,Podzolic,50.05187988,125.6101074,,,,,Fz,2,0.5,1.5,NA,1,0,1.5,,,,,,0.14,0,43.21,907,,907,,,,,,,
2532,,521,497,HFP,Podzolic,50.05187988,125.6101074,,,,,Hh,0.5,0,0.5,NA,1,0,0.5,,,,,,0.14,0,36.65,257,,257,,,,,,,
2533,,569,497,HFP,Podzolic,50.05187988,125.6101074,,,,,Ae,0,-7,7,LS,2,7,0,CWH,F,,,,1.31,55,4.74,1956,,1956,,,,,,,
2534,,569,497,HFP,Podzolic,50.05187988,125.6101074,,,,,Bf1,-7,-26,19,SL,2,19,0,CWH,F,,,,1.38,55,1.7,2006,,2006,,,,,,,
2535,,569,497,HFP,Podzolic,50.05187988,125.6101074,,,,,Bf2,-26,-70,44,FSL,2,44,0,CWH,F,,,,1.38,55,1.7,4645,,4645,,,,,,,
2536,,530,498,HFP,Podzolic,50.10422134,125.5740891,,,,,Lv,4,3,1,NA,1,0,1,,,75,4,79,0.14,0,43.21,605,19875,605,19875,1,,,,,
2537,,530,498,HFP,Podzolic,50.10422134,125.5740891,,,,,Fz,3,2,1,NA,1,0,1,,,,,,0.14,0,43.21,605,,605,,,,,,,
2538,,530,498,HFP,Podzolic,50.10422134,125.5740891,,,,,Hz,2,0,2,NA,1,0,2,,,,,,0.14,0,36.65,1026,,1026,,,,,,,
2539,,578,498,HFP,Podzolic,50.10422134,125.5740891,,,,,Ae,0,-17,17,SL,2,17,0,CWH,F,,,,1.31,27,4.74,7706,,7706,,,,,,,
2540,,578,498,HFP,Podzolic,50.10422134,125.5740891,,,,,Bf1,-17,-36,19,SL,2,19,0,CWH,F,,,,1.38,27,1.7,3254,,3254,,,,,,,
2541,,578,498,HFP,Podzolic,50.10422134,125.5740891,,,,,Bf2,-36,-60,24,SL,2,24,0,CWH,M,,,,1.38,27,1.7,4110,,4110,,,,,,,
2542,,578,498,HFP,Podzolic,50.10422134,125.5740891,,,,,Bf3,-60,-75,15,SL,2,15,0,CWH,M,,,,1.38,27,1.7,2569,,2569,,,,,,,
2543,,329,499,DYB,Brunisolic,50.0011673,125.6784973,,,,,L,12,11,1,NA,1,0,1,,,44,12,56,0.16,0,37.4,598,11948,598,11948,1,,,,,
2544,,329,499,DYB,Brunisolic,50.0011673,125.6784973,,,,,Fm,11,2,9,NA,1,0,9,,,,,,0.16,0,37.4,5386,,5386,,,,,,,
2545,,329,499,DYB,Brunisolic,50.0011673,125.6784973,,,,,H,2,0,2,NA,1,0,2,,,,,,0.16,0,30.85,987,,987,,,,,,,
2546,,359,499,DYB,Brunisolic,50.0011673,125.6784973,,,,,Bm1,0,-32,32,SL,2,32,0,CWH,M,,,,1.45,35,1.2,3619,,3619,,,,,,,
2547,,359,499,DYB,Brunisolic,50.0011673,125.6784973,,,,,Bm2,-32,-44,12,SL,2,12,0,CWH,M,,,,1.45,35,1.2,1357,,1357,,,,,,,
2548,,325,500,NA,NA,50.00165176,125.6790695,,,,,,0,-35,35,CSL,2,35,0,CWH,M,35,0,35,0,70,,0,0,0,0,1,,,,,
2549,,522,501,HFP,Podzolic,50.0565834,125.6486359,,,,,Lv,3,2,1,NA,1,0,1,,,70,3,73,0.14,0,43.21,605,12995,605,12995,1,,,,,
2550,,522,501,HFP,Podzolic,50.0565834,125.6486359,,,,,Fm,2,0.5,1.5,NA,1,0,1.5,,,,,,0.14,0,43.21,907,,907,,,,,,,
2551,,522,501,HFP,Podzolic,50.0565834,125.6486359,,,,,Hh,0.5,0,0.5,NA,1,0,0.5,,,,,,0.14,0,36.65,257,,257,,,,,,,
2552,,570,501,HFP,Podzolic,50.0565834,125.6486359,,,,,Ahe,0,-2,2,SiL,2,2,0,CWH,M,,,,1.31,31,4.74,857,,857,,,,,,,
2553,,570,501,HFP,Podzolic,50.0565834,125.6486359,,,,,Bf1,-2,-8,6,SL,2,6,0,CWH,M,,,,1.38,35,1.7,915,,915,,,,,,,
2554,,570,501,HFP,Podzolic,50.0565834,125.6486359,,,,,Bf2,-8,-22,14,SL,2,14,0,CWH,M,,,,1.38,35,1.7,2135,,2135,,,,,,,
2555,,570,501,HFP,Podzolic,50.0565834,125.6486359,,,,,Bf3,-22,-70,48,SL,2,48,0,CWH,M,,,,1.38,35,1.7,7320,,7320,,,,,,,
2556,,386,502,HFP,Podzolic,49.83610916,125.8716965,,,,,L,9,8,1,NA,1,0,1,,,33,9,42,0.14,0,43.21,605,8469,605,8469,1,,,,,
2557,,386,502,HFP,Podzolic,49.83610916,125.8716965,,,,,Fa,8,5,3,NA,1,0,3,,,,,,0.14,0,43.21,1815,,1815,,,,,,,
2558,,386,502,HFP,Podzolic,49.83610916,125.8716965,,,,,Hh,5,0,5,NA,1,0,5,,,,,,0.14,0,36.65,2566,,2566,,,,,,,
2559,,433,502,HFP,Podzolic,49.83610916,125.8716965,,,,,Bf,0,-33,33,SL,2,33,0,CWH,M,,,,1.38,55,1.7,3484,,3484,,,,,,,
2560,,396,503,DYB,Brunisolic,50.24710846,125.4710999,,,,,Lv,38,37,1,NA,1,0,1,,,25,38,63,0.16,0,37.4,598,25382,598,25382,1,,,,,
2561,,396,503,DYB,Brunisolic,50.24710846,125.4710999,,,,,Fa,37,8,29,NA,1,0,29,,,,,,0.16,0,37.4,17354,,17354,,,,,,,
2562,,396,503,DYB,Brunisolic,50.24710846,125.4710999,,,,,Hh,8,0,8,NA,1,0,8,,,,,,0.16,0,30.85,3949,,3949,,,,,,,
2563,,443,503,DYB,Brunisolic,50.24710846,125.4710999,,,,,Ah,0,-2,2,SIL,2,2,0,CWH,M,,,,1.07,20,3.36,575,,575,,,,,,,
2564,,443,503,DYB,Brunisolic,50.24710846,125.4710999,,,,,Bm,-2,-19,17,SIL,2,17,0,CWH,M,,,,1.45,30,1.2,2071,,2071,,,,,,,
2565,,443,503,DYB,Brunisolic,50.24710846,125.4710999,,,,,Bgj,-19,-25,6,SIL,2,6,0,CWH,M,,,,1.45,20,1.2,835,,835,,,,,,,
2566,,385,504,DYB,Brunisolic,49.84119034,125.8877029,,,,,Ln,9,8,1,NA,1,0,1,,,50,9,59,0.16,0,37.4,598,6424,598,6424,1,,,,,
2567,,385,504,DYB,Brunisolic,49.84119034,125.8877029,,,,,Fa,8,1,7,NA,1,0,7,,,,,,0.16,0,37.4,4189,,4189,,,,,,,
2568,,385,504,DYB,Brunisolic,49.84119034,125.8877029,,,,,Hh,1,0,1,NA,1,0,1,,,,,,0.16,0,30.85,494,,494,,,,,,,
2569,,432,504,DYB,Brunisolic,49.84119034,125.8877029,,,,,Ah,0,-2,2,SL,2,2,0,CWH,M,,,,1.07,85,3.36,108,,108,,,,,,,
2570,,432,504,DYB,Brunisolic,49.84119034,125.8877029,,,,,Bm1,-2,-25,23,SL,2,23,0,CWH,M,,,,1.45,85,1.2,600,,600,,,,,,,
2571,,432,504,DYB,Brunisolic,49.84119034,125.8877029,,,,,Bm2,-25,-50,25,SL,2,25,0,CWH,M,,,,1.45,90,1.2,435,,435,,,,,,,
2572,,786,505,HFP,Podzolic,49.84383011,125.9179001,,,,,L,5,4,1,NA,1,0,1,,,25,5,30,0.14,0,43.21,605,7130,605,7130,1,,,,,
2573,,786,505,HFP,Podzolic,49.84383011,125.9179001,,,,,Fm,4,0,4,NA,1,0,4,,,,,,0.14,0,43.21,2420,,2420,,,,,,,
2574,,846,505,HFP,Podzolic,49.84383011,125.9179001,,,,,Bf,0,-25,25,SIL,2,25,0,CWH,,,,,1.38,30,1.7,4106,,4106,,,,,,,
2575,,846,505,HFP,Podzolic,49.84383011,125.9179001,,,,,R,-25,-25,0,,2,0,0,CWH,M,,,,0,0,,0,,0,,,,,,,
2576,,383,506,HFP,Podzolic,50.22755051,125.552597,,,,,Lv,12,8,4,NA,1,0,4,,,14,12,26,0.14,0,43.21,2420,8041,2420,8041,1,,,,,
2577,,383,506,HFP,Podzolic,50.22755051,125.552597,,,,,Fa,8,4,4,NA,1,0,4,,,,,,0.14,0,43.21,2420,,2420,,,,,,,
2578,,383,506,HFP,Podzolic,50.22755051,125.552597,,,,,Hr,4,0,4,NA,1,0,4,,,,,,0.14,0,36.65,2052,,2052,,,,,,,
2579,,430,506,HFP,Podzolic,50.22755051,125.552597,,,,,Bf,0,-14,14,SIL,2,14,0,CWH,M,,,,1.38,65,1.7,1150,,1150,,,,,,,
2580,,430,506,HFP,Podzolic,50.22755051,125.552597,,,,,C,-14,-14,0,,2,0,0,CWH,M,,,,1.63,0,0.55,0,,0,,,,,,,
2581,,382,507,HFP,Podzolic,50.23963928,125.5447006,,,,,Lv,20,15,5,NA,1,0,5,,,50,20,70,0.14,0,43.21,3025,18887,3025,18887,1,,,,,
2582,,382,507,HFP,Podzolic,50.23963928,125.5447006,,,,,Fa,15,10,5,NA,1,0,5,,,,,,0.14,0,43.21,3025,,3025,,,,,,,
2583,,382,507,HFP,Podzolic,50.23963928,125.5447006,,,,,Hr,10,0,10,NA,1,0,10,,,,,,0.14,0,36.65,5131,,5131,,,,,,,
2584,,429,507,HFP,Podzolic,50.23963928,125.5447006,,,,,Ah,0,-4,4,SL,2,4,0,CWH,M,,,,1.31,20,4.74,1987,,1987,,,,,,,
2585,,429,507,HFP,Podzolic,50.23963928,125.5447006,,,,,Bf,-4,-50,46,SL,2,46,0,CWH,M,,,,1.38,47,1.7,5720,,5720,,,,,,,
2586,,777,508,R,Regosolic,49.5,126.3000031,,,,,Lv,3,2.5,0.5,NA,1,0,0.5,,,78,3,81,0.11,0,25.58,141,9095,141,9095,1,,,,,
2587,,777,508,R,Regosolic,49.5,126.3000031,,,,,Fa,2.5,2,0.5,NA,1,0,0.5,,,,,,0.11,0,25.58,141,,141,,,,,,,
2588,,777,508,R,Regosolic,49.5,126.3000031,,,,,Hh,2,0,2,NA,1,0,2,,,,,,0.55,0,19.02,2092,,2092,,,,,,,
2589,,837,508,R,Regosolic,49.5,126.3000031,,,,,Ah,0,-2,2,SI,2,2,0,CWH,C,,,,0.97,0,7.94,1540,,1540,,,,,,,
2590,,837,508,R,Regosolic,49.5,126.3000031,,,,,C1,-2,-23,21,SI,2,21,0,CWH,C,,,,1.1,0,0.92,2125,,2125,,,,,,,
2591,,837,508,R,Regosolic,49.5,126.3000031,,,,,C2,-23,-47,24,SL,2,24,0,CWH,C,,,,1.1,0,0.92,2429,,2429,,,,,,,
2592,,837,508,R,Regosolic,49.5,126.3000031,,,,,C3,-47,-78,31,SL,2,31,0,CWH,M,,,,1.1,80,0.92,627,,627,,,,,,,
2593,,512,509,HFP,Podzolic,50.30083466,125.5167618,,,,,Lv,13,10,3,NA,1,0,3,,,80,13,93,0.14,0,43.21,1815,17104,1815,17104,1,,,,,
